Name,pKa,Center,Index,Smiles,Error
12038171,8.5,N,10,Clc1ccccc1c1cn[nH]n1,0
1000,3.69,N,9,Clc1ccccc1c1n[nH]nn1,0
15731568,4.34,N,12,Clc1ccccc1CN(Cc1n[nH]nn1)c1ccccc1,0
818176,6.55,N,15,Clc1ccccc1Nc1c2ccccc2[nH+]c2ccccc12,0
1964,7.75,N,8,Clc1ncnc2nc[nH]c12,0
7280,2.07,N,3,Clc1n[nH]nn1,0
1273,6.1,N,3,Cn1/c(=[NH+]\N)sc2ccccc21,0
3289,8.65,N,4,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0
875772,7.71,N,5,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0
6976,6,N,6,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O,0
12407448,10.61,N,12,Cn1c(=O)c2c(nc3n(CCC[NH+]4CCN(c5cccc(Cl)c5)CC4)c(c4ccccc4)cn23)n(C)c1=O,0
12407450,8.79,N,12,Cn1c(=O)c2c(nc3n(CCC[NH+]4CCN(c5ccccc5)CC4)c(c4ccccc4)cn23)n(C)c1=O,0
12407458,8.09,N,12,Cn1c(=O)c2c(nc3n(CCC[NH+]4CCN(c5ccccc5)CC4)ccn23)n(C)c1=O,0
12407447,10.41,N,12,Cn1c(=O)c2c(nc3n(CCC[NH+]4CCc5ccccc5C4)c(c4ccccc4)cn23)n(C)c1=O,0
6079,4.48,O,11,Cn1c(=O)c2c(ncn2CC(O)=O)n(C)c1=O,0
1288334,7.3,N,9,Cn1c(=O)nc2sc(S([NH2])(=O)=O)nn2c1=O,0
7171,10.78,N,4,Cn1c(=S)[nH]c2cc3c(cc21)CCCC3,0
3762,7.48,N,4,Cn1c(=S)[nH]c2cncnc21,0
3119900,5.1,N,4,Cn1c(N)[nH+]c2cc[nH]c2c1=O,0
1274,8.2,N,6,Cn1c2c(s/c1=[NH+]\N)CCCC2,0
16492406,8.4,N,19,Cn1cc(c2cccc(C(F)(F)F)c2)c2sc(C(N)=[NH+]C3CCS(=O)(=O)CC3)cc2c1=O,0
156561,7.2,N,12,Cn1cc(c2noc(C3=CCC[NH+](C)C3)n2)c2ccccc21,0
154093,7.9,N,12,Cn1cc(c2noc(C3=CCC[NH2+]C3)n2)c2ccccc21,0
157806,5.6,N,9,Cn1cc(c2noc(C[NH+](C)C)n2)c2ccccc21,0
160134,6.4,N,9,Cn1cc(c2noc(C[NH3+])n2)c2ccccc21,0
1548,5.25,O,8,Cn1cc(N)cc1C(O)=O,0
178202,9.5,N,33,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC[NH+](C)C,0
1203,2.36,N,1,C[nH+]1ccc(=O)c2ccccc21,0
3014678,6.1,N,14,Cn1ccc2c(Nc3cccc(Cl)c3)[nH+]cc(C(=O)N3CCOCC3)c21,0
3055,4.51,O,7,Cn1cccc1C(O)=O,0
1090506,3.82,N,4,Cn1cc[nH+]c1Br,0
1068806,8.54,N,4,Cn1cc[nH+]c1N,0
3153,5.48,N,5,Cn1cnc([NH2+]N=O)n1,0
1003,9.525,N,8,Cn1cnc2[nH]c(=O)[nH]c(=O)c21,0
1027,6.8,N,8,Cn1cnc2[nH]c(=O)[nH]c(=S)c21,0
1258,9.92,N,7,Cn1cnc2c(=O)[nH]c(N)nc21,0
3798,9.11,N,7,Cn1cnc2c(=O)[nH]cnc21,0
3292,9.92,N,8,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0
3800,9.19,N,9,Cn1cnc2cnc(=O)[nH]c21,0
3797,8.8,N,7,Cn1cnc2nc[nH]c(=O)c21,0
1963,2.29,N,3,Cn1c[nH+]c2ncncc21,0
2348207,7.2,N,3,Cn1c[nH+]cc1C1CCN(C(=O)CCS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,0
677283,9,N,15,Cn1nc(C(=O)NC2CC3CCCC(C2)[NH+]3C)c2ccccc21,0
7051,5.46,N,4,Cn1nc([NH2+]N=O)nc1N1CCCCC1,0
1307692,6.6,N,5,Cn1nc(S([NH2])(=O)=O)s/c1=N\C(=O)C(F)(F)F,0
3785,9.26,N,7,Cn1ncc2c(=O)[nH]cnc21,0
3979,4.32,N,7,Cn1ncc2c(N)[nH+]cnc21,0
2554,3.86,N,10,Cn1ncc2c(NCCO)[nH+]cnc21,0
5563,3.66,N,14,Cn1ncc2c(NCc3ccccc3)[nH+]cnc21,0
6336,3.8,N,13,Cn1ncc2c(NCc3ccco3)[nH+]cnc21,0
6332,3.53,N,13,Cn1ncc2c(Nc3ccccc3)[nH+]cnc21,0
18183162,3.5,N,22,Cn1nccc1c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)[NH]c2ncns2)cc1F,0
18183164,4.5,N,22,Cn1nccc1c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)[NH]c2nncs2)cc1Cl,0
18183160,3.5,N,21,Cn1nccc1c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)[NH]c2ncns2)cc1C#N,0
18183161,3.5,N,21,Cn1nccc1c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)[NH]c2ncns2)cc1F,0
3154,4.45,N,6,Cn1ncnc1[NH2+]N=O,0
12184313,4.7,N,14,Cn1nnnc1Cc1ncc(Cl)cc1[NH]S(=O)(=O)c1ccc(Cl)c(Cl)c1,0
1287615,5.9,N,19,FC(F)(Cc1c[nH]c2ccc(n3cnnc3)cc12)C[NH+]1CCC(OCc2ccccc2)CC1,0
12142259,4.1,N,26,FC(F)(F)c1c(N2CCC(c3ccccc3)CC2)ccn2c(CC3CC3)[nH+]nc12,0
3607,10.78,N,9,FC(F)(F)c1cccc([NH2+]C=S)c1,0
14686580,8.8,N,12,FC(F)(F)c1ccccc1NC1=[NH+]CCN1,0
3285,5.12,N,12,FC(F)(F)c1nc2ncncc2[nH]1,0
3283,7.35,N,11,FC(F)(F)c1ncnc2nc[nH]c12,0
1712773,6.42,N,12,FC(F)C1Cc2ccccc2C[NH2+]1,0
1245968,8.29,N,11,FCCc1noc(C2=CCC[NH2+]C2)n1,0
1702769,6.44,N,15,Fc1c(N2CCCCCC2)nc(C2CC2)[nH+]c1NC1CC1,0
1702764,5.27,N,14,Fc1c(N2CCSCC2)nc(C2CC2)[nH+]c1NC1CC1,0
2062663,7.71,N,16,Fc1ccc(C(c2ccc(F)cc2)N2CC[NH+](C/C=C/c3ccccc3)CC2)cc1,0
15731566,4.13,N,10,Fc1ccc(CN(Cc2n[nH]nn2)c2ccccc2)c(F)c1,0
15731567,4.2,N,10,Fc1ccc(CN(Cc2n[nH]nn2)c2ccccc2)cc1,0
16746068,5,N,8,Fc1ccc(N2CC[NH+](Cc3ccn4c(CC5CC5)nnc4c3C(F)(F)F)CC2)c(F)c1,0
6144,10.32,N,5,Fc1ccc([NH2+]C(=S)c2cccc(Br)c2)cc1,0
5121,10.77,N,5,Fc1ccc([NH2+]C(=S)c2ccccc2)cc1,0
1653,11.25,N,5,Fc1ccc([NH2+]C=S)cc1,0
820449,7.5,N,13,Fc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1,0
2030413,7.6,N,11,Fc1ccc2c(c1)N(CCC[NH+]1CCCCC1)c1cc(F)ccc1CC2,0
2030412,7.6,N,11,Fc1ccc2c(c1)N(CCC[NH+]1CCOCC1)c1cc(F)ccc1CC2,0
2556747,4.04,N,8,Fc1ccc2ccc[nH+]c2c1,0
2556748,4,N,5,Fc1ccc2[nH+]cccc2c1,0
576261,10.7,N,14,Fc1cccc(Br)c1N(CC1CC1)C1=[NH+]CCN1,0
567469,10.7,N,17,Fc1cccc(C(F)(F)F)c1N(CC1CC1)C1=[NH+]CCN1,0
15731565,4.19,N,11,Fc1cccc(CN(Cc2n[nH]nn2)c2ccccc2)c1,0
577589,10.8,N,14,Fc1cccc(Cl)c1N(CC1CC1)C1=[NH+]CCN1,0
581154,10.3,N,14,Fc1cccc(F)c1N(CC1CC1)C1=[NH+]CCN1,0
14686579,8.253333,N,10,Fc1cccc(F)c1NC1=[NH+]CCN1,0
6142,10.16,N,6,Fc1cccc([NH2+]C(=S)c2ccc(Cl)cc2)c1,0
6146,10.01,N,6,Fc1cccc([NH2+]C(=S)c2cccc(Br)c2)c1,0
1652,10.89,N,6,Fc1cccc([NH2+]C=S)c1,0
2556749,3.68,N,6,Fc1cccc2[nH+]cccc12,0
15731564,4.22,N,12,Fc1ccccc1CN(Cc1n[nH]nn1)c1ccccc1,0
819328,6.84,N,15,Fc1ccccc1Nc1c2ccccc2[nH+]c2ccccc12,0
996,3.88,N,7,Ic1ccc(c2n[nH]nn2)cc1,0
814516,6.9,N,13,Ic1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1,0
813317,6.47,N,15,Ic1ccccc1Nc1c2ccccc2[nH+]c2ccccc12,0
7281,2.85,N,3,Ic1n[nH]nn1,0
2128,6.45,O,12,N#CC(C#N)N=Nc1cccc(O)c1,0
4850,6.7,O,14,N#CC(C#N)N=Nc1ccccc1C(O)=O,0
2127,6.1,O,13,N#CC(C#N)N=Nc1ccccc1O,0
803,2.37,O,4,N#CC(C(O)=O)C1CCCCC1,0
14579825,4,N,12,N#CC(c1ccc2c(c1)OCO2)[NH+]1CCCCC1,0
3262788,6.86,N,29,N#CCCCOc1ccc(c2ccc(c3ccccc3Cl)n2Cc2cccc(N)[nH+]2)cc1,0
2275,4.85,N,11,N#CCCN(CCC#N)c1n[nH]nn1,0
7479,5.91,N,5,N#CCCN[NH3+],0
810,4.09,O,8,N#CCc1ccc(C(O)=O)cc1,0
185235,2.92,N,2,N#C[NH]S(=O)(=O)c1ccc(N)cc1,0
14694552,4.52,O,7,N#CSc1cc(C(O)=O)ccc1N,0
14653864,5.4,N,20,N#C[C@H](Cc1ccc(c2ccccc2)cc1)NC(=O)C1([NH3+])CCOCC1,0
15011005,8.9,N,19,N#Cc1c(C2CC2)nc(SCc2cccc(F)c2F)[nH]c1=O,0
17998230,4.01,N,5,N#Cc1c(C[NH+]2CCC(Br)CC2)no[n+]1[O-],0
18257850,7,N,22,N#Cc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)[NH]c3nccs3)ccc21,0
18257849,3.8,N,22,N#Cc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)[NH]c3ncns3)ccc21,0
16663703,5.8,N,5,N#Cc1cc([NH]S(=O)(=O)c2ccccc2C(F)(F)F)ccc1Cl,0
16663600,5.7,N,8,N#Cc1cc(S(=O)(=O)[NH]c2ccc(F)cn2)ccc1Oc1ccc(CO)c(Cl)c1,0
18110944,4.6,O,9,N#Cc1cc2[nH]cc(C(O)=O)c2cc1c1ccc(C2(O)CCC2)cc1,0
14653863,7.1,N,18,N#Cc1ccc(c2ccc(C[C@@H](C#N)NC(=O)C3([NH3+])CCCCC3)cc2)cc1,0
14653860,8.4,N,22,N#Cc1ccc(c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CCCC[NH2+]3)cc2)cc1,0
14653862,7.6,N,23,N#Cc1ccc(c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3C[C@@H](O)CC[NH2+]3)cc2)cc1,0
3435,3.53,N,8,N#Cc1ccc(c2n[nH]nn2)cc1,0
12719431,5.1,N,18,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)[NH+]=C(N)OCC3(F)F)c2)nc1,0
12719438,7.3,N,24,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)CCOC(N)=[NH+]3)c2)nc1,0
12719434,6.3,N,27,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=[NH+]3)c2)nc1,0
4458,3.53,O,7,N#Cc1ccc(C(O)=O)cc1,0
14699134,5.93,N,14,N#Cc1ccc(Cc2c3ccccc3[nH+]c3ccccc23)cc1,0
2042040,2.56,O,26,N#Cc1ccc(NC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)c(C(O)=O)c1,0
5710,6.78,N,6,N#Cc1ccc([NH]S(=O)(=O)c2ccccc2)cc1,0
16663702,5.1,N,6,N#Cc1ccc([NH]S(=O)(=O)c2ccccc2C(F)(F)F)cc1Cl,0
814510,5.93,N,14,N#Cc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1,0
1405603,3.3,N,11,N#Cc1ccc(Nc2nc(N)[nH+]c(Cc3c(Cl)ccc4[nH]ccc34)n2)cc1,0
1405601,3.1,N,11,N#Cc1ccc(Nc2nc(N)[nH+]c(Cc3c(Cl)cccc3Cl)n2)cc1,0
6498,3.22,O,11,N#Cc1ccc(O[C@H]2O[C@@H](C(O)=O)[C@H](O)[C@@H](O)[C@@H]2O)cc1,0
16663601,5.8,N,14,N#Cc1ccc(Oc2ccc(S(=O)(=O)[NH]c3ccc(F)cn3)cc2C#N)cc1Cl,0
6596,10.35,N,9,N#Cc1ccc(S(=O)(=O)[NH]Cc2ccccc2)cc1,0
18106153,5.97,N,9,N#Cc1ccc(S(=O)(=O)[NH]c2cc3c(=O)[nH]ccc3cc2F)cc1,0
18106152,6.93,N,9,N#Cc1ccc(S(=O)(=O)[NH]c2ccc3cc[nH]c(=O)c3c2)cc1,0
2062576,8.63,N,12,N#Cc1ccc2c(c1)N(CCC[NH+]1CCC(O)CC1)c1ccccc1S2,0
3434,3.45,N,9,N#Cc1cccc(c2n[nH]nn2)c1,0
5711,7.15,N,7,N#Cc1cccc([NH]S(=O)(=O)c2ccccc2)c1,0
699,8.84,N,8,N#Cc1cccc(S([NH2])(=O)=O)c1,0
3430,3.55,N,10,N#Cc1ccccc1c1n[nH]nn1,0
14559494,6.8,N,16,N#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O,0
14608218,6.8,N,15,N#Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,0
3978,6.88,N,9,N#Cc1ncnc2nc[nH]c12,0
7308,8.95,N,0,[NH2+]=C1CCCC1,0
14669665,8.2,N,0,[NH2+]=C1CCCc2c1c(=O)c(=NS(=O)(=O)c1ccccc1)c(=Nc1ccccc1)c2=O,0
1348,3.52,O,10,NC(=O)C#CC#C/C=C/C(O)=O,0
2251,4.23,O,6,NC(=O)C(CC(O)=O)c1ccccc1,0
4718,4.64,O,7,NC(=O)C(CCC(O)=O)c1ccccc1,0
7416,11.5,N,4,NC(=O)C([NH3+])=S,0
7663,7.3,N,4,NC(=O)C([NH3+])CO,0
15204729,3.5,N,11,NC(=O)C1CCN(c2c(Cl)c[nH+]cc2Cl)CC1,0
15185606,3.05,N,19,NC(=O)C1CCN(c2c(S(=O)(=O)c3ccccc3)c[nH+]c3ccc(Cl)cc23)CC1,0
14637058,7.7,N,23,NC(=O)CCCCCCCCc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1,0
14637057,7.7,N,22,NC(=O)CCCCCCCc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1,0
14637056,7.7,N,21,NC(=O)CCCCCCc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1,0
14637055,7.7,N,20,NC(=O)CCCCCc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1,0
14637053,7.67,N,18,NC(=O)CCCc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1,0
793908,6.5,N,5,NC(=O)CC[NH+]1CCC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1c1ccccc1,0
14699126,7.63,N,17,NC(=O)CCc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1,0
197569,6.2,N,7,NC(=O)CN1CC[NH+]([C@@H](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1,0
184223,7.4,N,10,NC(=O)COCCN1CC[NH+](C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1,0
4136,5.05,N,7,NC(=O)CS(=O)(=O)[NH]C(N)=O,0
419,9.7,N,5,NC(=O)CS([NH2])(=O)=O,0
2711,7,N,5,NC(=O)C[C@H]([NH3+])C(N)=O,0
1763906,6.6,N,4,NC(=O)C[NH2+]C1CCC(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1c1ccccc1,0
1760939,6.6,N,4,NC(=O)C[NH2+][C@@H]1CC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1c1ccccc1,0
3704,4.06,O,9,NC(=O)Cc1ccc(C(O)=O)cc1,0
14699125,7.43,N,16,NC(=O)Cc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1,0
1862,8.26,N,6,NC(=O)[C@@H](O)[C@H]([NH3+])C(=O)[O-],0
714,7.26,N,4,NC(=O)[C@@H]([NH3+])Cc1ccccc1,0
159,8.82,N,7,NC(=O)[C@@H]1CCC[NH2+]1,0
1307,4.3,O,7,NC(=O)[C@H](CCC(O)=O)NC=O,0
14699124,6.47,N,15,NC(=O)c1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1,0
873,3.75,O,10,NC(=O)c1ccccc1C(O)=O,0
2507868,9,O,21,NC(=O)c1noc([C@H](CCCC2CCCCC2)CC(=O)NO)n1,0
7398,10.89,N,4,NC(=S)C([NH3+])=S,0
1934934,4.84,N,2,NC(=[NH+]c1nsc2ccccc12)c1ccc(Cl)cc1,0
1934932,5.4,N,2,NC(=[NH+]c1nsc2ccccc12)c1ccccc1,0
556988,11.9,N,2,NC(=[NH2+])N(CC1CC1)c1c(Br)cccc1Br,0
520661,10.84,N,2,NC(=[NH2+])N1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0
2947115,8.4,N,2,NC(=[NH2+])N=NCc1ccc(Cl)c(Cl)c1,0
1111722,6.98,N,2,NC(=[NH2+])NC(=O)c1ccccc1,0
16603766,8.29,N,2,NC(=[NH2+])Oc1ccccc1,0
16603767,10.835,N,3,NC(N)=[NH+]c1ccccc1,0
5159,9.94,N,9,NC(Nc1ccccc1)=[NH+]c1ccccc1,0
515906,7.55,N,17,NC1=NS(=O)N=C1Nc1cccc(c2csc([NH+]=C(N)N)n2)c1,0
8048698,6.1,N,2,NC1=[NH+]C(c2ccc(OC(F)F)cc2)(c2cccc(c3cncnc3)c2)C2=[NH+]CC(F)(F)CN12,0
8048706,6.5,N,2,NC1=[NH+]C(c2ccc(OC(F)F)cc2)(c2cccc(OCCCF)c2)C2=NCC(F)(F)CN12,0
12143473,6.8,N,2,NC1=[NH+]C(c2cccc(c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,0
12143478,6.4,N,2,NC1=[NH+]C(c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(c3cncnc3)c2)c2cccc(F)c21,0
13365685,8.3,N,2,NC1=[NH+]C2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CO1,0
13365684,8.3,N,2,NC1=[NH+]C2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CS1,0
15626817,9.7,N,2,NC1=[NH+]C2CCC(NC(=O)c3cccc(Cl)c3)CC2CS1,0
12143471,6.2,N,2,NC1=[NH+][C@@](c2cccc(c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cc(F)cc(F)c21,0
12143472,7.1,N,2,NC1=[NH+][C@@](c2cccc(c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,0
13365682,8.9,N,2,NC1=[NH+][C@@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)C[C@H]2CCS1,0
15626816,9,N,2,NC1=[NH+][C@]23CC[C@H](NC(=O)c4cccc(Cl)c4)C[C@@H]2[C@@H](COC3)S1,0
