Name,pKa,Center,Index,Smiles,Error
7034,9.09,O,0,Oc1ccc(ccc(Cl)c2)c2c1,0
6984,4.78,N,7,CNc2nc1nc[nH+]cc1[nH]2,0
1271,4.13,O,6,CC(C)C(C(C(O)=O)c(cc1)ccc1c1ccccc1)O,0
294,5.01,O,6,C[C@H](C(C1)C1C(O)=O)[C@@H](CC1)[C@@](C)(CC[C@@H]2[C@@](C)(CC[C@H](C3)O)[C@@H]3C3)[C@@H]1[C@@H]2[C@H]3O,0
142_1,9.15,N,8,Cc1cccc(n1)C[NH2+:10]C,0
7153,5.56,N,4,c2ccc1[nH+]c[nH]c1c2,0
633,8.88,N,0,[NH3+]Cc1ccccn1,0
1642,12.3,N,17,Cn1nc2nc(c(ccc(C(N)=O)c3)c3OC)[nH]c2c1,0
5244,7.8,N,6,CC/C=C/CC1=[NH+][C@@H](C(=O)[O-])[C@H]2SC(C)(C)[C@H](C(=O)[O-])N12,0
4323,8.93,N,0,[NH3+]CCCBr,0
3954,5.65,N,17,C=CCSS/C(CCO)=C(C)/N(C=O)Cc1c[nH+]c(C)nc1N,0
1270_1,2.3,O,16,c1ccc(cc1)/N=N/c2ccc(c(c2)C(=O)[OH:18])O,0
327,7.705,N,5,COC(=O)C[NH3+],0.045
5107,8.57,N,8,c(cc1)cc2c1nn[nH]2,0
5972,8.61,N,2,CC[NH+](CC)CCOCC[NH+](CC)CC,0
3970,3,O,0,OC(c1nnccc1)=O,0
5200,11.03,N,2,CC[NH2+]C(C)C,0
6926,8.5,O,0,O/C(/c1ccco1)=C\c1ccccc1,0
4040,1.86,O,18,NC1=[NH+][C@@H](CC(=O)O)C(=O)N1CCC[C@H]([NH3+])C(=O)O,0
1870,3.04,O,5,CC(C)=C(C(O)=O)C#N,0
6178,3.91,N,19,COc1cc(S(C)=O)ccc1c3[nH]c2cccnc2[nH+]3,0
5196,8.06,N,2,CC[NH2+]CC(=O)Nc1c(C)cccc1C,0
62_1,4.11,N,4,Cc1cc[nH+:6]c(n1)N,0
13,3.9,N,19,OC(c1ccccc1)(c2ccccc2)c3cccc[nH+]3,0
208_1,2.22,N,10,C[N+](C)(C)c1cccc(c1)[NH3+:10],0
5817,1.92,O,2,O=C(O)C1CC(O)C[NH2+]1,0
1149,3.98,O,0,OC(c(cc1)ccc1I)=O,0
6648,9.415,N,7,Cc1cccc(C[NH3+])c1,0.035
4287,7.47,N,4,C[NH2+]CC[NH2+]C,0
4860,3.48,N,9,[O-][N+](=O)c2ccc1[nH]c[nH+]c1c2,0
2161,2.23,N,3,Cc1[nH][nH+]c(C)c1Cl,0
5229,0.21,N,9,Oc2cc1ccccc1[nH+]n2,0
4176,8.625,O,0,Oc(cc1)cc(Cl)c1Cl,0.005
1344,3.965,O,24,CC\1=C(c2cc(ccc2/C1=C\c3ccc(cc3)[S@@](=O)C)F)CC(=O)[OH:23],0.065
6149,11.275,N,5,C[Si](C)(C)C[NH2+]C[Si](C)(C)C,0.125
1349,8.77,N,6,CCN(CC)C(NC(c1ccc(C)cc1)=O)=S,0
4218,5.57,N,3,Cc3c[nH+]c2c(ccc1c(C)ccnc12)c3,0
2507,10,N,13,Nc3ccc2cc1ccc(N)cc1[nH+]c2c3,0
1525,2.9,O,12,NC(=O)C[C@@H]([NH3+])C(=O)NCC(=O)O,0
6130,3.2,O,9,CC(C)[C@@](C1)([C@@H](C2)[C@H](C(O)=O)N1C(C)=O)OC2=O,0
4871,13.6,N,4,CN(C)C(=[NH2+])N(C)C,0
575_1,9.34,N,3,CC(C)[NH2+:13]C[C@@H](c1ccc(cc1)C(F)(F)F)O,0
932_1,4.24,O,6,CC(C)(C)[P@@H](=O)[OH:6],0
3985,10.12,O,12,Cc(cc(c1ccccc11)N)c1O,0
349_1,3.4,N,11,c1ccc2c(c1)cc(cc2Br)[NH3+:11],0
3779,3.49,O,6,[O-][N+](c1cc(C(O)=O)ccc1)=O,0
2758,2.93,N,9,Cc2nc1ncncc1[nH+]c2C,0
1597,8.8,N,3,CCC([NH3+])(CO)CO,0
5144,1.82,N,5,Nc1[nH]nn[nH+]1,0
4148,8.5,N,9,Cc2ccc([C@@H](OCC[NH+](C)C)c1ccccc1)cc2,0
861,10.6,N,12,CCCCCCCCCCCC[NH2+]CCC(=O)[O-],0
2402,10.93,N,16,C(c1ccccc1)Sc1c(c2ccccc2)[nH]c(SCc2ccccc2)n1,0
7081,5.26,N,7,Cc2cc1ccc[nH+]c1c3ncccc23,0
640_1,9.51,N,2,CC[NH+:17](CC)CCNC(=O)c1cc(c(cc1OC)N)Cl,0
2807,1.86,N,13,Cc2nnc(NS(=O)(=O)c1ccc([NH3+])cc1)s2,0
3775,6.2,O,11,Cc(cc1C=O)cc(C=O)c1O,0
3002,7.6,N,10,CCCCCCCCCC[NH+](CC(C)O)CC(C)O,0
571_1,8.12,N,2,CC[NH+:14](CC)CCOC(=O)c1ccc(cc1)Br,0
6175,7.41,N,4,CN(C)/C=[NH+]/c1ccccc1O,0
1981,4.2,O,9,CC(C)(C)P(C(C)(C)C)(O)=O,0
5303,3,N,0,[NH3+]c3ccc(c2nc1ccccc1s2)cc3,0
10_1,1.67,N,5,CS(=O)(=O)N[NH3+:16],0
892,1.84,O,6,Cn1c(CC(C(O)=O)[NH3+])c[nH+]c1,0
807_1,10.09,N,17,Cc1nc2ccc(cc2c(=O)n1C[C@H]3CCC[N@H+:27](C3)C(C)C)c4ccc(cc4)Cl,0
19,1.2,N,2,CC[NH+](C#N)CC,0
3695,8.39,N,9,NC(=O)C[C@H](NC(=O)C[NH3+])C(=O)[O-],0
231,11.32,N,11,OCCCC1CCC2CCC[NH+]12,0
4197,3.7,N,9,c4ccc3cc(NCC[NH2+]c2ccc1ccccc1c2)ccc3c4,0
3332,9.54,N,2,CC[NH+]1CCC[C@H]1CNC(=O)c2c([O-])cccc2OC,0
1057_1,6.05,O,7,c1cc(c(cc1Cl)[OH:10])N(=O)=O,0
692,10.71,N,3,CN(C1=[NH+]CCCO1)c2ccccc2,0
2111,3.65,N,14,CCCc2ccc(C1CCC[NH+]1C)c[nH+]2,0
685,7.55,N,13,CCCSC(=O)CCCc1c[nH]c[nH+]1,0
6996,6.2,N,24,CCCCCCCCCCCCCCCC(=O)N[C@H](Cc1c[nH]c[nH+]1)C(=O)[O-],0
3464,6.16,N,6,O=S(=O)([O-])CC[NH+]1CCOCC1,0
5753,10.6,N,0,[NH3+]CCCCCCBr,0
6735,3.6,O,3,C[C@@H](C(O)=O)NC([C@H](CC1)NC1=O)=O,0
1462,1.02,N,2,CC[NH+](Cl)CC,0
1567,4.12,O,10,[NH3+]CCC#CC#CCCC(O)=O,0
4408,2.97,N,6,N/C(=N\O)/C(N)=[NH+]/O,0
264_2,5.5,N,31,NC(=[NH2+])c5ccc([C@H]4[C@H]2C(=O)N(Cc1ccc(F)cc1)[C@](O)(C(F)(F)F)[C@H]2[C@@H]3CCC[NH+]34)cc5,0
947_1,4.21,O,4,C(CC(=O)O)C(=O)[OH:7],0
117_2,7.12,N,1,C[NH+](C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,0
5417,8.46,O,10,Cc(cc1)ccc1C(N(C)O)=O,0
682_1,9,N,19,CCOC(=O)N1CCC2(CC1)Nc3cccc(c3C(=[NH+:16]2)N)Cl,0
5346,4.65,N,7,c1ccc3c(c1)c[nH+]c2ccccc23,0
6530,9.26,O,7,CN1c2cccc(O)c2Nc2c1cccc2,0
583_1,4.2,N,16,c1ccc(cc1)CSc2[nH]c3ccccc3[nH+:15]2,0
6815,9.1,N,13,c3ccc(N/C(Nc1ccccc1)=[NH+]\c2ccccc2)cc3,0
6840,8.9,N,8,NC(=O)C1CCCC[NH2+]1,0
721_1,5.58,N,7,c1ccnc(c1)c2[nH+:18]c(c(c(n2)N)Cc3ccc(cc3Cl)Cl)N,0
722,12.95,O,5,COc1c(C(O)O)nccc1,0
3191,9.05,N,10,CCC(c1cc(C(C)=O)n[nH]1)=O,0
3122,3.8,N,1,C[NH+](C)c1cccc2c(S(N)(=O)=O)cccc12,0
4781,2.06,O,7,[O-][N+](c1ccc(C(O)=O)o1)=O,0
4650,11.6,N,8,Nc(nc1[S-])nc2c1[nH]cn2,0
7061,10.07,O,9,COc(cc1)cc(N)c1O,0
6066,5.9,O,20,CCc(c(c1ccccc1)nn1C2CC[NH+](C)CC2)c1O,0
4033,0.49,N,6,Clc1cccc[nH+]1,0
1880,9.89,O,9,COC(c(cccc1)c1O)=O,0.09
1439,10.43,S,19,CC(C)(C(C([O-])=O)n1c(Cc2ccccc2)ncc1)S,0
5248,6.79,O,0,Oc1cncnc1,0.01
2665,7.35,N,5,COC(=O)C([NH3+])Cc1c[nH]cn1,0
5058,6.62,N,3,CCC[NH+](CC)C(CC)C(=O)Nc1c(C)cccc1C,0
5989,5.29,O,2,O=C(O)c1c[nH]c2ccccc12,0
4470,9.92,N,4,Cn1c(C(NC(N2C)=O)=O)c2nc1,0
2547,4.77,N,8,Nc(cc1)ccc1S(Nc1nncs1)(=O)=O,0
239_1,9.43,N,5,CC1(CC(C[NH+:11](C1)C)(C)C)C,0
234,8.21,O,4,Cc1cc(O)cc(C)c1C#N,0
979_1,8.52,O,8,CSc1cc(ncn1)[OH:8],0
3103,9,O,0,Oc1cccc(C=O)c1,0
2681,5.42,N,19,CC[NH+](CC)CCNc2cc(Nc1ccc(Cl)cc1)[nH+]c(C)n2,0
907_1,1.39,O,3,C(C(=O)[OH:4])(Br)Br,0
1317,4.15,O,20,CCc1cccc2c1[nH]c3c2CCO[C@@]3(CC)CC(=O)[OH:21],0
4508,9.51,O,7,CCOC(/C=C(/C)\O)=O,0
3034,7.16,O,7,[O-][N+](=O)c1ccc(O)cc1,0.01
3301,3.52,N,9,CC(=O)N(C)c1ccc[nH+]c1,0
2786,3.94,N,15,c3c[nH+]c(Cc2[nH]cc(Cc1c[nH]c[nH+]1)[nH+]2)[nH]3,0
3441,7.75,S,4,NNC(CS)=O,0
2573,10.85,N,4,CCCC[NH2+]C,0.05
587,13,O,0,Oc1ccc([O-])nn1,0
1009_1,4.43,O,5,C(CCC(=O)O)CC(=O)[OH:9],0
1784,2.16,N,5,Cn2cnc1[nH+]cn(C)c1c2=O,0
5702,10.43,N,13,S=C1Nc(cc(CCCC2)c2c2)c2N1,0
3436,2.22,N,2,OC[NH2+]c1ccc(Cl)cc1,0
60_1,10.06,N,1,C[NH2+:7][C@@H]1CCC[C@H]1O,0
4851,5.18,N,8,Cc1ccccc1/C(=[NH+]\CCCC[NH+](C)C)c2ccccc2C,0
210_2,3.26,N,28,NC(=[NH2+])c5ccc([C@H]4[C@H]2C(=O)N(Cc1ccc(F)cc1)C(=O)[C@H]2[C@H]3C[C@@H](F)C[NH+]34)cc5,0
725,4.65,O,13,[NH3+]CCCCCCCCCCCC(O)=O,0
1254_1,3.65,O,13,CCOP(=O)(c1cccc(c1)C(=O)[OH:14])OCC,0
2253,4.185,O,3,CC(C(O)=O)c(cc1)cc(F)c1c1ccccc1,0.015
4122,7.8,S,5,C[NH+](C)CCS,0
68_1,8.79,N,1,C[NH+:8](CC=C)CC=C,0
5125,7.93,O,19,Cc(cc1Cc2c(C)ccc(O)c2)cc([N+]([O-])=O)c1O,0
7089,5,N,12,Cc3cnc2c(ccc1ccc[nH+]c12)c3,0
5288,5.4,O,12,COC(c(cc1)cc([N+]([O-])=O)c1O)=O,0
1361,10.7,N,0,[NH3+]CCCCCC#CC#CCCC(=O)[O-],0
5396,8.4,N,23,O=C(Cc1ccccc1Nc2c(Cl)cccc2Cl)OCCCC[NH+]3CCOCC3,0
6097,0.4,O,3,NC(N)=[OH+],0
4680,3.09,N,6,CCN(CC)c2[nH+]nc(c1ccccc1)s2,0
4411,10.635,N,3,CC(C)[NH3+],0.005
615_1,7.5,N,15,Cn1c2c(c(=O)n(c1=O)C)n(cn2)CC[NH+:16](C)C,0
6833,9.84,N,8,C[NH2+]CCN(C)CC[NH2+]C,0
6112,5.99,N,10,COc1cc(O)ccc1C(=[NH2+])c2ccccc2,0
4541,9.33,N,2,C(C[NH2+]CCc1nnn[n-]1)NCCc2nnn[n-]2,0
4009,8.2,N,3,C=CC[NH+](CC(C)O)CC(C)O,0
6285,7.98,O,11,Cc(cc1C)cc([N+]([O-])=O)c1O,0
595,10.76,O,6,CC(C)c1cc(O)c(C)cc1C,0
751_1,8.055,N,1,C[NH+:20]1CCN(CC1)c2c(cc3c(c2F)n(cc(c3=O)C(=O)[O-])CCF)F,0.145
1849,3.69,N,13,CCc2ccc([C@@H]1CCC[NH+]1C)c[nH+]2,0
5960,5.84,N,7,O/C(=C/c1ccc[nH+]c1)c2ccccc2,0
746_1,8.935,N,18,CCn3cc(C(=O)[O-])c(=O)c2cc(F)c(N1CC[NH2+:18]C(C)C1)c(F)c23,0.065
7193,7.6,O,12,Cc1c(c2ccccc2)[nH]nc1O,0
919_1,8.4,O,4,C(C(=O)N[OH:5])Cl,0
399_1,7.67,N,12,C(c1c(c(c(c(c1F)F)F)F)F)[NH3+:8],0
741_1,7.1,N,5,COc1cc[nH+:21]c(c1)NC2CCN(CC2)C(=O)c3ccc(cc3)C#N,0
7339,7,N,2,Cc2[nH+]c1cc(N)ccc1n2C,0
3213,3.65,O,6,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0
5866,4.045,O,0,OC(CCCl)=O,0.055
3574,10.57,O,9,CC(c1[n+](C)cccc1)(O)O,0
2125,2.5,N,7,COc1ccnc[nH+]1,0
6357,4.16,N,10,COc1ccc(C[NH3+])cc1[NH3+],0
3751,0.95,N,10,Cc2cnc1ccccc1[nH+]2,0
2198,2.04,N,4,N#Cc1c[nH+]cc2ccccc12,0
686,4.29,O,11,OC(Cc1ccccc1)C(C(O)=O)c(cc1)ccc1c1ccccc1,0
3141,5.15,N,20,Nc1nc(N(CCO)CCO)nc(N(CCO)CCO)[nH+]1,0
4390,9.26,O,0,Oc(cc1)ccc1I,0.06
6774,9.2,N,0,[NH3+]/N=C/c1ncnc2nc[nH]c12,0
3562,8.87,O,11,COC(/C(/c1ccccc1)=N/O)=O,0
4738,5.97,N,3,O=C(C[NH+]1CCOCC1)c2ccccc2,0
3065,9.54,N,8,Nc1cc(Cl)cc(C[NH3+])c1,0
4874,8.5,N,0,[NH3+]CCCl,0.06
3871,4.63,N,3,Cc1[nH][nH+]c(C)c1C,0
4075,11.88,N,8,CC1CCC2CCC[NH+]12,0
1993,9.6,N,3,CCC([NH3+])C(=O)[O-],0
6894,5.26,N,13,CN(C)c3ccc(/C=N/c2ncc1[nH+]c[nH]c1n2)cc3,0
4121,9.76,N,0,[NH3+]CCNCCCO,0
4080,10.77,N,3,Nc1c2[nH]cnc2nc(N)n1,0
4110,11.18,N,10,CN(C)c(cc1)ccc1C(Nc1ccccc1)=S,0
3414,4.8,O,14,CC(C)(C(C(N)=O)c1ccccc1)C(O)=O,0
246_1,9.22,N,8,Cc1ccc(cc1)C[NH+:11](C)C,0
892_1,7.14,N,16,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[N@H+:40]1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O,0
3481,5.3,O,5,CC(C(CC(O)=O)C1)c2c1ccc(O)c2,0
4667,3.72,O,10,Cc(c(OC)ccc1)c1C(O)=O,0
3014,11.7,N,9,CC2=C[C@H]1CC[C@@H](O)[C@H]1[NH+]2C,0
133_2,8.19,N,7,Oc5ccc4C[C@H]2[NH+](CC1CCC1)CC[C@@]3(CCCC[C@@]23O)c4c5,0
1255_1,3.6,O,13,CCOP(=O)(c1ccc(cc1)C(=O)[OH:14])OCC,0
3674,5.02,O,9,CC[Si](C)(C)CCCC(O)=O,0
204_1,10.68,N,10,C1C2CC3CC1CC(C2)(C3)[NH3+:11],0
5130,8.3,O,9,[NH3+]Cc1cccc(O)c1O,0
593,10.1,O,23,CN(CC1)C(Cc2ccc3OC)c4c1cc1OCOc1c4c2c3O,0
3282,4.77,O,0,OC(CCCc1ccccc1)=O,0.01
279,6.75,N,7,Cc(cc1)ccc1NN=C(C#N)C#N,0
2151,9.48,O,5,CCCC(NO)=O,0
4116,9.23,O,0,Oc1ccc(cc(cc2)I)c2c1,0
1943,10.1,N,1,C[NH+]1[C@H]2CC[C@@H]1C[C@@H](O)C2,0
38,9.97,N,1,C[NH+]=c1scc(C)n1C,0
6119,2.42,N,8,Cn2cnc1cnc[nH+]c12,0
333_1,10.5,N,8,c1ccc(cc1)CC2=[NH+:11]CCN2,0.2
2164,2.7,N,1,C[NH+]1C=C(C#N)CCC1,0
54_1,9.49,N,6,C1CC[C@@H]([C@H](C1)[NH3+:7])Cl,0
1270,9.3,O,0,Oc(cccc1)c1C(c1ccccc1)=O,0
952,8.03,N,8,c3ccc(C(OCC[NH+]1CCCCC1)c2ccccc2)cc3,0
770_1,6.65,N,23,CCCOC(c1ccccc1)(c2ccccc2)C(=O)OC3CC[NH+:24](CC3)C,0
5760,11.23,N,4,CC(C)(C)[NH2+]C1CCCCC1,0
2422,2.96,O,13,CCN(CC)S(c(cccc1)c1C(O)=O)(=O)=O,0
7130,9.75,N,1,C[NH+](C)CC(C)(C)C,0
4356,7.44,N,14,c3c[nH]c(P(c1ncc[nH]1)c2[nH]cc[nH+]2)n3,0
3722,6.49,N,10,COc3ccc(c2nc1c[nH+]ccc1[nH]2)c(OC)c3,0
1315,7.7,O,16,c1ccc(c(c1)NC(=O)Nc2ccc(cc2[OH:20])N(=O)=O)Br,0
3990,8.1,O,12,C[N+](C)(C)Cc1cccc(O)c1O,0
6875,4.06,O,6,Cc(ccc(C(O)=O)c1)c1Cl,0
1166,10.74,O,7,CCCC[B-](O)(O)[OH2+],0
5859,10.18,N,2,CC[NH+](CC)CCCC(C)Nc1cc(C)nc2cc(Cl)ccc12,0
1542,12.58,O,0,Oc1ccccc1C2=NCCN2,0
1984,0.48,N,4,CN(C)c1[nH+]cc([N+](=O)[O-])s1,0
2444,9.22,N,0,[NH3+]C(CC(=O)[O-])c1ccccn1,0
6535,8.7,O,6,[O-]C(CC(/C=N/O)=O)=O,0
2259,2.6,N,12,O=Cc2cc(c1ccccc1)n[nH+]c2NCC[NH+]3CCOCC3,0
4428,9.35,O,0,Oc1cc([nH]nc2)c2cc1,0
1560,9.4,N,2,CC([NH3+])CCCc1ccc(O)cc1,0
1739,10.38,N,1,C[NH+]1CCCC1,0.08
206_2,4.2,N,27,N#Cc5ccc([C@H]3[C@H]2C(=O)N(Cc1ccc(F)cc1)C(=O)[C@H]2[C@@H]4[C@H](O)CC[NH+]34)cc5,0
373_1,7.88,N,7,c1cnccc1C[NH+:13]2CCCCC2,0
4923,9.3,N,3,O=S(C1)(NC=Nc(cc2)c1cc2Br)=O,0
728_1,6.1,N,15,c1ccc(cc1)CC(Cc2ccccc2)[NH2+:23]Cc3ccc(cc3)Cl,0
4788,13.35,O,10,Cc(cc1)cc(C([O-])=O)c1O,0
1871,7.42,N,5,CC1(C)CC([NH2+]CCO)CC(C)(C)[NH2+]1,0
1241_1,7.255,O,15,c1ccc(cc1)NC(=O)c2ccccc2[OH:16],0.145
1438,0.4,O,0,OC(c1[nH+]c(cccc2)c2[nH]1)=O,0
7389,10.1,S,0,SCCSCC[S-],0
1409,11,O,21,CCCCCCCCCCc(c(c1ccccc1)n[nH]1)c1O,0
5160,4.46,O,7,COc1c(/C=C/C(O)=O)cccc1,0
99,10.67,N,4,CCCC[NH3+],0.03
4925,3.83,O,3,OCC(O)=O,0
2062,10.65,N,7,C[C@H]1CCC[C@@H](C)[NH+]1CC(C)(C)O,0
5916,4.63,N,2,[O-][N+](Nc1ccccc1)=O,0
5315,3.99,O,4,CC(CC(O)=O)(c1ccccc1)C#N,0
6433,3.47,O,9,NS(c(cc1)ccc1C(O)=O)(=O)=O,0
5329,3.69,O,0,OC(c1cccc2ccccc12)=O,0
1902,4.41,N,14,O=C([O-])CC(c1[nH]cc[nH+]1)c2[nH]cc[nH+]2,0
4456,6.065,N,5,N#CC(CC[NH+]1CCOCC1)(c2ccccc2)c3ccccc3,0.025
1041,9.2,N,12,CCOCCn4c(CN2CCC[NH+](CCCCn1cccn1)CC2)nc3ccccc34,0
2816,2.26,N,0,[NH3+]c2ccc(S(=O)(=O)NCc1ccco1)cc2,0
227_1,0.52,N,9,c1cc(c(cc1N(=O)=O)[NH3+:7])Br,0
6595,5.25,O,4,CCC[Se](O)=O,0
6778,8.67,O,7,C[n+]1ccc(/C=N/O)cc1,0
7099,9.6,N,2,CC[NH+](CC)CCNc2nc(C)cc(Nc1ccc(Cl)cc1)n2,0
967,6.6,N,5,CCCC(C(NC(N1)=O)=O)(C1=O)Br,0
6943,4.9,O,12,CC#CC#CC=C=CC(CCC(O)=O)O,0
813_1,3.6,N,15,Cn1c(c(cn1)c2nnn(n2)C)S(=O)(=O)[NH:23]C(=O)Nc3nc(cc(n3)OC)OC,0
639,6.2,N,8,Cc2cc(c1[nH]cc[nH+]1)nn2C,0
1455,2.6,N,12,CCc2ccc(/N=N/c1ccc([NH+](C)C)cc1)cc2C,0
3112,8.9,N,3,CCC[NH2+]C3c1ccccc1C=Cc2ccccc23,0
6152,10.27,O,0,Oc1c2[nH]cnc2nc([S-])n1,0
145,9.91,N,2,CC[NH+](CC)[C@@H]1CCC[C@H]1N(C)C,0
2847,1.73,N,3,Cn1n[nH+]cc1Nc2ccccc2,0
1955,1.86,O,9,[O-][N+](c(cc1)ccc1S(O)=O)=O,0
694,9.65,N,6,[O-]C(CNC(CNS(c1ccccc1)(=O)=O)=O)=O,0
636_1,9.595,N,3,CC(C)[NH2+:16]C[C@H](COc1ccccc1OCC=C)O,0.095
36,3.18,N,18,Cc2cc(c1ccccc1)nn3c(C[NH+](C)C)c[nH+]c23,0
503_1,9.29,N,3,CC(C)[NH2+:12]C[C@@H](c1ccc(c(c1)Br)Br)O,0
1477,6.69,N,15,CC(C)C[C@H]([NH3+])C(=O)N[C@H](Cc1c[nH]c[nH+]1)C(=O)[O-],0
3803,2.94,O,11,CC(NC(Cc1c[nH]c[nH+]1)C(O)=O)=O,0
2626,4.55,N,8,[O-][N+](=O)c2ccc(C1[NH2+]CCS1)cc2,0
707_1,3.21,N,7,CCCCCCC[N@@H+:22](CC[N+]1(CCCCC1)C)c2ccccc2,0
2756,1.26,N,8,COc3ccc(c2c[nH+]c(c1ccc(C)cc1)o2)cc3,0
4170,7.7,N,23,OCCc3cnc(P(c1ncc(CCO)[nH]1)c2[nH]c(CCO)c[nH+]2)[nH]3,0
5667,10,N,5,[O-]C(/C=C\C(NOCc1ccccc1)=O)=O,0
4566,10.405,N,4,C[Si](C)(C[NH3+])c1ccccc1,0.045
1384,9.66,N,1,C[NH+]1[C@@H]3CC[C@H]1C[C@H](OC(=O)[C@H](CO)c2ccccc2)C3,0
5745,7.94,O,8,N#Cc(cc1)ccc1O,0.01
6834,4.16,N,8,C1C[NH2+]CCSCC[NH2+]1,0
762_1,3.22,N,12,Cc1nc(nc(n1)OC)NC(=O)[NH:19]S(=O)(=O)c2cc(ccc2C(=O)OC)I,0
869_1,3,N,10,c1cc(ccc1F)S(=O)(=O)[NH:26]C(=O)N2CCC(CC2)[NH+]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,0
302,9.16,O,12,Cc1nc([N-]S(c(cc2)ccc2O)(=O)=O)nc(C)c1,0
5909,11,N,0,[NH3+]CCCCCCCCCCC(=O)[O-],0
409_1,1.4,N,12,CC(C)S(=O)(=O)c1ccc(cc1)[NH3+:10],0
689_1,5.98,N,10,Cc1ccc(cc1)S(=O)(=O)[NH:18]C(=O)NN2C[C@H]3CCC[C@H]3C2,0
688_1,6.17,N,8,c1ccc(cc1)[C@H](C[NH+:20]2CCOCC2)C(=O)c3ccccc3,0
1627,3,O,0,OC(c1c(cccc2)c2[nH+]c2ccccc12)=O,0
1312,5.13,N,5,CC1C([NH3+])C1[NH3+],0
604_1,9.73,N,4,CC(C)(C)[NH2+:15]C[C@@H](c1ccc(c(c1)OC)OC)O,0
705,0.5,O,2,NC(=[OH+])c1ccc[nH+]c1,0
4641,3.66,O,14,CC(C)(C)OC(NC(CCC(N)=O)C(O)=O)=O,0
3158,5.73,N,12,NC(=O)CCCCc1cccc[nH+]1,0
1289_1,9.1,O,10,c1ccc2c(c1)c(ccc2[OH:19])/N=N/c3ccccn3,0
5206,7.92,N,0,[NH3+]NC(=O)C(F)(F)C(F)(F)F,0
3372,10.54,N,1,C[NH+](CCCN)CCCN,0
2475,7.83,N,3,C=CC[NH+]4CC[C@@]23c1c5ccc(O)c1O[C@@H]2[C@H](O)C=C[C@@H]3[C@@H]4C5,0
116_1,9.3,N,7,c1cc(ccc1C[NH3+:8])F,0
3281,8.875,N,2,CC[NH+](CC)C(C)/C=C(c1cccs1)\c2cccs2,0.025
3732,5.2,N,5,c2ccc(C1[NH2+]CCS1)cc2,0
1335,3.4,O,22,CCS(=O)(=O)c1ccc(c(c1)Cl)c2cc(ccc2OCC(=O)[OH:20])Cl,0
5292,9.02,N,7,Cc1ncnc2c1[nH]cn2,0
3248,10.29,N,6,Fc1cccc(NC(c2ccccc2)=S)c1,0
657,6.63,N,8,Oc(cccc1)c1C1=[NH+]CCN1,0
1711,3.57,O,14,CCCCCCCCCC[NH2+]CCC(O)=O,0
1311,2.6,O,11,CCCC[C@@H](CC)COP(=O)([OH:18])OC[C@H](CC)CCCC,0.25
7254,1.37,O,10,[O-][N+](c1cccc(Br)c1C(O)=O)=O,0
5226,2.35,N,9,NC(=O)Nc1ncnc2[nH+]c[nH]c12,0
6147,2.68,O,6,NC(NOCC(O)=O)=[NH2+],0
363_1,9.12,N,12,C/C(=N\O)/C(C)(C)CCCCC[NH3+:12],0
6964,2.6,O,6,NC(NOCC(O)=O)=O,0
1532,8.76,O,0,Oc1ccnc2nccnc12,0
3129,2.76,O,12,C=C[C@]1([C@@H](CC2)C[C@@H]([C@@H](c3cc(O)[nH+]c4ccccc34)O)[NH+]2C1)O,0
1645,5.9,N,15,Cc1cnc3c(c1)c(C)cc2c(C)cc[nH+]c23,0
5861,12.05,O,5,C/C(/C(/C)=N/O)=N\[O-],0
3946,3.09,N,0,[NH3+]c1cccc(C(O)=O)c1,0
1617,1.23,O,8,COc(cccc1)[n+]1O,0
5729,6.74,N,2,Cc1[nH+]cnc2NCCNc12,0
2808,4.01,N,7,OC[C@@H]3O[C@H](n2c[nH+]c1ccccc12)[C@@H](O)[C@H](O)[C@H]3O,0
458_1,9.18,N,12,COc1ccc(cc1OC)[C@H](C[NH3+:11])O,0
2923,8.8,N,16,CC(CC(c1ccccc1)c2ccccc2)[NH+]3CCCCC3,0
1622,7.17,N,8,CCCC(=O)C(CC[NH+]1CCOCC1)(c2ccccc2)c3ccccc3,0
5549,3.55,O,10,[O-][N+](c1cccc([Se]CC(O)=O)c1)=O,0
143,5.13,O,7,CC[N+](CC)(CC)O,0
5850,8.58,N,11,O=C([O-])C2Cc1[nH]cnc1C[NH2+]2,0
5900,6.79,N,0,NS(C(F)(F)I)(=O)=O,0
1100,11.5,N,8,Cc(cc1)ccc1C(Nc1ccccc1)=S,0
2366,8.45,O,0,Oc1cc(O)cc(O)c1,0
6934,4.1,O,17,CCOC(c1c[nH+]c(cc(cc2)[N+]([O-])=O)c2c1O)=O,0
2606,6.1,N,5,CCC(C)(C(N1)=O)OC1=O,0
326,8.91,O,19,COc(cc(/C=N/c(nc1)nc2c1nc[nH]2)cc1)c1O,0
3881,11.85,N,0,NC(=O)C[C@@H](N)C(=O)[O-],0
4175,6.45,N,5,C#CC(C)(C)[NH2+]C(C)(C)C#C,0
