Smiles,tanimoto_coefficient,Name,pKa,Center,Index,Source,Error
O=S1(N=CNc2c1cccn2)=O,0.23076923076923078,176,7.03,N,4,Moitessier,0.0
CCCCSCC[NH+](CC)CC,0.2777777777777778,1498,8.43,N,7,Moitessier,0.0
CC[n+]1c([O-])cc[nH+]c1[S-],0.225,7109,8.65,N,7,Moitessier,0.0
C[NH+](C)[C@@H]3C(O)=C(C(N)=O)C(=O)[C@@]4(O)C(O)=C2C(=O)c1c(O)cccc1[C@@](C)(O)C2[C@H](O)C34,0.1791044776119403,308_2,3.49,O,5,Moitessier,0.0
OCCc3c[nH+]c(P(c1[nH]c(CCO)c[nH+]1)c2[nH]c(CCO)c[nH+]2)[nH]3,0.3142857142857143,6641,5.75,N,23,Moitessier,0.0
C[NH2+]CC(N)=O,0.38095238095238093,3236,8.02,N,1,Moitessier,0.0
O=C(O)c1csc[nH+]1,0.29411764705882354,2950,2.9,N,7,Moitessier,0.0
C[NH2+]CC/C(N)=N/O,0.35,4222,9.6,N,1,Moitessier,0.0
O=C1COC(=O)C1Cl,0.24,6788,2.13,C,6,Moitessier,0.0
C[NH+](C)CCNCC[NH+](C)C,0.35714285714285715,483,8.96,N,1,Moitessier,0.0
CC[NH+](C)CCOCC[NH+](C)C,0.3125,6691,7.96,N,9,Moitessier,0.0
Cc1ccc(c2c3c(O)c(C)cc2)c3c1O,0.38461538461538464,4837,8.04,O,8,Moitessier,0.0
CC2[NH2+]OCc1ccccc12,0.25,5202,3.7,N,2,Moitessier,0.0
OC(/C(/Cl)=N/O)=O,0.2777777777777778,1953,1.5,O,0,Moitessier,0.0
CC(O)C[NH+](CCO)C(C)(C)C,0.38461538461538464,4282,9.2,N,4,Moitessier/RBFmodel_Valid,0.0
CC[NH2+]CC[SeH],0.3,4758,5.04,Se,5,Moitessier,0.0
COc3ccc2c1CC[NH+]=C(C)c1[nH]c2c3,0.35294117647058826,5224,10.0,N,9,Moitessier,0.0
CN(C)C(OCC(O)=O)=S,0.3,1822,2.87,O,7,Moitessier,0.0
CC[NH+](CC)CCO,0.3448275862068966,6451,9.855,N,2,Moitessier/RBFmodel_Train,0.015
CC([n+]1cc(C)ccc1)=O,0.3333333333333333,5982,5.81,C,0,Moitessier,0.0
CC(C)CCSC(=[NH2+])c1ccccc1,0.325,4050,8.43,N,7,Moitessier,0.0
Cc1cccc(N)c1c2c(C)cccc2[NH3+],0.36666666666666664,3272,3.7,N,15,Moitessier,0.0
CCCC(=O)SCC[NH+](C)C,0.2903225806451613,4443,8.32,N,8,Moitessier/RBFmodel_Train,0.0
CSc1ccccc1S,0.3,7393,5.75,S,8,Moitessier,0.0
CC(C)=CCC(C(C(CC=C(C)C)(CC=C(C)C)C1(C(O)=O)O)=O)C1=O,0.20408163265306123,5273,3.9,O,20,Moitessier,0.0
COc2cc1c(OC)nc[nH+]c1c(OC)c2OC,0.2926829268292683,4749,3.34,N,10,Moitessier,0.0
CCc1ccc(C(=O)[O-])[nH+]c1,0.3939393939393939,3466,5.86,N,9,Moitessier,0.0
C[C@H]2/C=C\C=C/C=C\C=C/C=C\C=C/C=C\[C@H](OC1OC(C)C(O)C([NH3+])C1O)C[C@@H]3O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@@H]2O)C[C@H](O)[C@H]3C(=O)O,0.16,281_2,5.5,O,64,Moitessier,0.0
c1ccc2c(c1)CCC2[NH+](c4ccc3ccccc3c4)C6CCc5ccccc56,0.2894736842105263,2409,0.25,N,9,Moitessier,0.0
CCC(C(N1CCCCC1)=O)C(O)=O,0.35714285714285715,2252,3.86,O,12,Moitessier,0.0
OC(C(C1)C1(Cl)Cl)=O,0.34782608695652173,6456,3.51,O,0,Moitessier,0.0
Cc1c(Cn2c[nH+]cc2)oc(cc2)c1cc2C(O)=O,0.3333333333333333,5671,3.91,O,17,Moitessier,0.0
COc1ccc(OC)c2c1[nH+]c(CO)n2C,0.2962962962962963,1151,5.24,N,10,Moitessier,0.0
Cc1ccccc1/C=C/c2ccc([NH+](C)C)cc2,0.2972972972972973,643,4.63,N,13,Moitessier/RBFmodel_Test,0.04
[NH-]S(c1nnc(Nc2ccccc2)s1)(=O)=O,0.3157894736842105,3563,11.11,N,6,Moitessier,0.0
C[NH2+]CC/C=C\2c1ccccc1CCc3ccccc23,0.2926829268292683,87_2,10.1,N,1,Moitessier,0.0
[NH3+]CCSc1ccccc1,0.375,12_2,9.0,N,0,Moitessier,0.0
CCC(C(O)=O)Oc1c(C)cccc1,0.38461538461538464,4406,3.43,O,4,Moitessier,0.0
Nc2[nH+]c1nc[nH]c1c(N)[n+]2O,0.3157894736842105,3020,1.0,O,11,Moitessier,0.0
CCc1[nH]c2c(n1)c(cc([nH+:12]2)C)C,0.23076923076923078,386_1,5.5,N,10,Moitessier/RBFmodel_Valid,0.0
Oc1ccc2ncsc2c1N=O,0.38095238095238093,1766,5.43,O,0,Moitessier,0.0
CC(c1n[nH]cc1)=O,0.28125,2556,11.85,N,4,Moitessier,0.0
CC(N1CCc2noc(O)c2CC1)=O,0.2564102564102564,2558,4.3,O,9,Moitessier,0.0
[S-]c1cc[nH+]c([S-])[nH+]1,0.21875,6330,6.46,N,4,Moitessier,0.0
C[NH+](C)Cc1cccc(NC(/C=N/O)=O)c1,0.38636363636363635,7205,8.28,O,13,Moitessier,0.0
c1cc(ccc1c2csc(n2)NC(=O)CN3CCCCC3)Cl,0.24528301886792453,106_2,10.4,N,11,Moitessier,0.0
CCCCNC(NS(c1ccc(C)cc1)(=O)=O)=O,0.38095238095238093,4229,5.325,N,6,Moitessier/RBFmodel_Train,0.025
O=C([O-])C(NCC[NH2+]C(C(=O)[O-])c1ccccc1[O-])c2ccccc2O,0.29508196721311475,1991,10.86,O,25,Moitessier,0.0
O=C(COCC1=O)C1=O,0.35294117647058826,4398,7.62,C,2,Moitessier,0.0
Oc1[nH+]cccn1,0.3870967741935484,2851,2.24,N,2,Moitessier,0.0
C[SH:2],0.16666666666666666,1374_1,10.33,S,1,Moitessier/RBFmodel_Train,0.0
c1cc(ccc1CCCC(=O)[OH:17])N(CCCl)CCCl,0.39473684210526316,1292_1,5.775,O,11,Moitessier/RBFmodel_Train,0.025
Cc1cc(ccc1OCC(=O)[O-])C[N@@H+:27]2Cc3ccccc3C[C@H]2C(=O)Nc4ccc(cc4Cl)Cl,0.25274725274725274,863_1,6.2,N,13,Moitessier/RBFmodel_Valid,0.0
CC(C)OO,0.25,2134,11.9,O,4,Moitessier,0.0
CN(C)/C=[NH+]/c1ccccc1,0.2972972972972973,3518,9.0,N,4,Moitessier,0.0
CC(C)(c1ccc(cc1)[C@H](CCC[NH+:33]2CCC(CC2)C(c3ccccc3)(c4ccccc4)O)O)C(=O)[O-],0.3333333333333333,884_1,7.53,N,13,Moitessier/RBFmodel_Train,0.0
Nc1n[nH]c[nH+]1,0.25806451612903225,2628,4.19,N,5,Moitessier,0.0
FC(F)(Cc2c[nH]c3ccc(n1cnnc1)cc23)C[NH+]5CCC(Cc4ccccc4)CC5,0.22857142857142856,246_2,6.7,N,19,Moitessier,0.0
Cc1nn(C)c(N(C)C(=O)C[NH3+])c1C(=O)c2ccccc2F,0.25,5540,7.52,N,11,Moitessier,0.0
O=C([O-])[C@H]3O[C@@H](Oc2ccc1ccc[nH+]c1c2)[C@H](O)[C@@H](O)[C@@H]3O,0.3673469387755102,2560,5.32,N,14,Moitessier,0.0
CCCC(C(C(O)=O)c(cc1)ccc1c1ccccc1)O,0.3902439024390244,1160,4.01,O,6,Moitessier,0.0
CCC[C@@H]1CCCC[NH2+:9]1,0.23529411764705882,102_1,10.9,N,8,Moitessier/RBFmodel_Train,0.0
O=C([O-])c1nc[nH]c1C(=O)[O-],0.325,472,13.42,N,6,Moitessier,0.0
OC(CSc(cc1)ccc1S)=O,0.2903225806451613,2734,3.77,O,0,Moitessier,0.0
N#CC(c(ccc(O)c1)c1O1)=C(c2nc(cc(cc3)Cl)c3o2)C1=O,0.3584905660377358,2030,6.0,O,7,Moitessier,0.0
c7ccc(C[NH2+]C46OC2C5C1CC(C3C1C2C34)C56)cc7,0.2222222222222222,3068,7.07,N,5,Moitessier,0.0
C[n+](cc1)ccc1c1nc(cccc2)c2[nH]1,0.3125,3608,8.89,N,15,Moitessier,0.0
Cc2cc(Cn1[nH+]c(C)cc1C)[nH+][nH]2,0.2857142857142857,479,1.2,N,6,Moitessier,0.0
C[NH+]2CC(C(=O)O)C=C1c3cccc4[nH]cc(C[C@@H]12)c34,0.25925925925925924,6209,3.27,O,6,Moitessier,0.0
N#CC(C#N)=NNc(cccc1)c1Cl,0.2653061224489796,4104,5.84,N,6,Moitessier,0.0
NC1CC1[NH3+],0.35714285714285715,3353,8.93,N,4,Moitessier,0.0
NC(=O)C1=C[NH+]2CCC1CC2,0.3939393939393939,1773,7.32,N,5,Moitessier,0.0
CCCc1c(C)[nH][n+](C)c1[O-],0.2564102564102564,1470,10.5,N,6,Moitessier,0.0
c2c[nH+]c1CCCCc1c2,0.325,5534,6.6,N,2,Moitessier,0.0
CC(C)C[N@@H+:19](CC[N+]1(CCCCC1)C)c2ccccc2,0.2619047619047619,643_1,3.02,N,4,Moitessier/RBFmodel_Train,0.0
C=CCC(=O)OCC[NH+:12]1CCCCC1,0.36666666666666664,430_1,8.35,N,8,Moitessier/RBFmodel_Valid,0.0
CC(C)(C(N1)=O)OC1=O,0.32,5338,6.15,N,4,Moitessier,0.0
c3ccc2OCCOc1ccccc1C[NH2+]CCCNCc2c3,0.2894736842105263,3406,9.82,N,15,Moitessier,0.0
CCC3OC(=O)CC(O)CC(OC1OC(C)CC([NH+](C)C)C1O)C(CC=O)CC(C)C(=O)/C=C/C2OC2C3C,0.17204301075268819,271_2,8.79,N,18,Moitessier,0.0
[NH3+]C2CCN(Cc1ccccc1)CC2,0.3448275862068966,7208,9.79,N,0,Moitessier,0.0
c1c(cnc([nH+:6]1)N)C(=O)N,0.3888888888888889,140_1,2.06,N,5,Moitessier/RBFmodel_Train,0.0
CC(CC1=O)C(C)(C)N1O,0.3,780,8.85,O,9,Moitessier,0.0
CCOP(=O)(OCC)OCC[NH+:9](C)C,0.3235294117647059,461_1,8.0,N,11,Moitessier/RBFmodel_Train,0.0
C(C(C(Cl)(Cl)Cl)(Cl)Cl)[NH3+:4],0.3125,81_1,6.58,N,8,Moitessier/RBFmodel_Train,0.0
COc1ccc2C[C@H]5[C@H]3CCC(=O)[C@H]4Oc1c2[C@@]34CC[NH+]5C,0.21428571428571427,7194,8.9,N,20,Moitessier,0.0
ON=C(C=C1)C=CC1=O,0.20833333333333334,4630,6.25,O,0,Moitessier,0.0
C[NH2+]C(CO)CO,0.3333333333333333,1867,9.12,N,1,Moitessier,0.0
Cc1cn(c(=O)[nH:13]c1=O)Cc2ccccc2,0.3269230769230769,542_1,9.4,N,6,Moitessier/RBFmodel_Train,0.0
NC(Nc1c(C(O)=O)[nH+]c[nH]1)=O,0.2682926829268293,2652,2.0,O,6,Moitessier,0.0
O=C([O-])C1CC(O)C[NH2+]1,0.275,991,9.66,N,8,Moitessier,0.0
CC[NH+:12](CC)CCCP(=O)(OCC)OCC,0.2894736842105263,554_1,9.35,N,2,Moitessier/RBFmodel_Train,0.0
OC(C(CC(C1)(C2)F)(CC1(C1)F)CC12F)=O,0.22727272727272727,3980,3.24,O,0,Moitessier,0.0
CC[C@@H]3C[NH+]2CCc1cc(OC)c(OC)cc1[C@H]2C[C@H]3CC=O,0.21052631578947367,3817,8.11,N,4,Moitessier,0.0
CC(C)(C=C(C)N1)SC1=S,0.23333333333333334,4269,10.9,N,6,Moitessier,0.0
ON(C(c1c2cccc1)=O)C2=O,0.36363636363636365,7369,6.315,O,0,Moitessier/RBFmodel_Train,0.185
C=C5[C@@H]7CC4C1[NH+]3C[C@]2(C)C[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]16C2[C@@H]3C[C@@]4([C@H]5OC(C)=O)[C@@]6(O)C7,0.1527777777777778,6515,8.35,N,6,Moitessier,0.0
Cc1cccc(c1S(=O)(=O)[NH:22]C(=O)Nc2nc(nc(n2)OCC(F)(F)F)N(C)C)C(=O)OC,0.22784810126582278,851_1,4.4,N,10,Moitessier/RBFmodel_Train,0.0
C[NH+](C)CCCCSc1ccccc1,0.3939393939393939,37_2,9.8,N,1,Moitessier,0.0
OC(C(CC1)NC1=O)=O,0.2857142857142857,335,3.32,O,0,Moitessier,0.0
C1CCC3(CC1)N2CCC[NH+]23,0.2647058823529412,44,5.19,N,10,Moitessier,0.0
COC(=O)c1ccc[nH+:8]c1N,0.3684210526315789,215_1,4.78,N,8,Moitessier/RBFmodel_Train,0.0
CC(C)[NH2+]C(C)C,0.2727272727272727,535,11.08,N,3,Moitessier/RBFmodel_Train,0.12
O=C(C(SSC(C(N1)=O)=CNC1=O)=CN1)NC1=O,0.21621621621621623,847,8.0,N,15,Moitessier,0.0
[O-]S(c(cc1cc2S([O-])(=O)=O)ccc1c(/N=N/c(cc1)cc3c1[nH]cn3)c2O)(=O)=O,0.27419354838709675,6154,9.8,O,27,Moitessier,0.0
[O-][n+]1cccc(O)c1,0.2903225806451613,2594,6.4,O,6,Moitessier,0.0
C[NH+](C)CC(=O)[O-],0.3888888888888889,1997,9.77,N,1,Moitessier,0.0
CCC(NO)=O,0.3181818181818182,1581,9.46,O,4,Moitessier,0.0
C[C@@H]1CC[NH2+:8][C@@H](C1)C,0.3076923076923077,52_1,10.73,N,4,Moitessier/RBFmodel_Train,0.0
[O-]C([C@H](CC1)[Se][Se][C@@H]1C(O)=O)=O,0.2962962962962963,4995,3.67,O,9,Moitessier,0.0
O=C(NC1)Nc2c1[nH]cn2,0.25,6392,11.52,N,7,Moitessier,0.0
CCCP(=[OH+])(CCC)CCC,0.25,3908,4.9,O,4,Moitessier,0.0
C(c1ccccc1)Nc1nnc(c2ccccc2)s1,0.3125,6283,11.5,N,7,Moitessier,0.0
N#CCC[NH2+]N,0.3181818181818182,3125,5.91,N,4,Moitessier,0.0
c1ccc(cc1)CC2=CCC[NH2+:12]2,0.3333333333333333,342_1,7.06,N,11,Moitessier/RBFmodel_Train,0.0
CCC(C1=CCCCC1)(C([N-]C(N1)=S)=O)C1=O,0.2962962962962963,5812,11.8,N,12,Moitessier,0.0
CC(C)(C1)C[N+](C)(C)C1O,0.2,3506,8.7,O,9,Moitessier,0.0
C[C@](C[C@H](C(O)=O)O1)([C@H](CC2)C1=O)[C@@H]([C@@H](CC1)OC3=O)[C@@]2(C)C13O,0.2727272727272727,6752,3.5,O,5,Moitessier,0.0
[NH3+]C(CCC(=O)NC(CS)C(=O)NCC(=O)[OH:20])C(=O)[O-],0.3125,1307,3.49,O,16,Moitessier,0.0
Cn3cnc2c(=O)c1c([O-])[nH+]cnc1c(=O)c23,0.24444444444444444,5737,6.09,N,10,Moitessier,0.0
c1cc(c(cc1Cl)Cl)NC(=O)C2(CC2)C(=O)[OH:15],0.2765957446808511,1247_1,3.5,O,16,Moitessier/RBFmodel_Train,0.0
CC(/C(/Cl)=N/O)=O,0.391304347826087,1724,7.9,O,5,Moitessier,0.0
Cc1cc(ccc1OCC(=O)[OH:30])C[N@H+]2Cc3ccccc3[C@@H]2C(=O)Nc4ccc(cc4Cl)Cl,0.2696629213483146,1368,3.1,O,11,Moitessier/RBFmodel_Test,0.0
COc2nc(N)c1[nH]cnc1[nH+]2,0.3333333333333333,5175,3.7,N,11,Moitessier,0.0
CC(C)CCC(C(C(C1(CCC(C)C)CCC(C)C)O)=O)C1=O,0.2553191489361702,6353,6.3,C,5,Moitessier,0.0
Oc1conc1,0.22580645161290322,5572,7.75,O,0,Moitessier,0.0
NC(=S)C1([NH3+])CCCCC1,0.22580645161290322,4035,7.23,N,4,Moitessier,0.0
CC(C)S(=O)(=O)n3c(N)[nH+]c2ccc(/C(=C/C(N)=O)c1cc(F)ccc1F)cc23,0.20454545454545456,1942,3.4,N,9,Moitessier,0.0
c1ccc(cc1)OC2=C(C(=O)C(=C(C2=O)[O-])Oc3ccccc3)[OH:21],0.35135135135135137,1330,3.0,O,23,Moitessier/RBFmodel_Train,0.0
Cc1cc(O)nn1c(cccc1)c1C([O-])=O,0.36585365853658536,2385,12.2,O,4,Moitessier,0.0
CCOc2ccc1[nH]c(CC(C)C)[nH+]c1c2,0.3125,3986,6.07,N,13,Moitessier,0.0
C/C(C)=N\NC1CC[NH+](C)CC1,0.37037037037037035,153,8.9,N,8,Moitessier,0.0
CC3C[NH2+]Cc1ccccc1OCCOc2ccccc2C[NH2+]3,0.2,5762,6.01,N,3,Moitessier,0.0
C[NH+]2CCC(NNc1ccccc1)CC2,0.37142857142857144,1944,8.7,N,1,Moitessier,0.0
OC(c1cc(cc(Cn2c[nH+]cc2)cc2)c2s1)=O,0.32653061224489793,786,2.74,O,0,Moitessier,0.0
Oc1ccccc1/C=N/c3ncc2[nH+]c[nH]c2n3,0.37209302325581395,5192,3.38,N,13,Moitessier,0.0
CCN(C=CC=C1O)C1=O,0.3333333333333333,3347,8.99,O,7,Moitessier,0.0
CCCCCCCCOCC[NH+](C)C,0.3076923076923077,832,8.87,N,11,Moitessier,0.0
O=P([O-])([O-])c1cn2c([nH+]1)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2CO,0.23333333333333334,4991,7.69,N,8,Moitessier,0.0
COc3ccc(c2cn1cccnc1[nH+]2)c(OC)c3,0.3684210526315789,2625,4.34,N,14,Moitessier,0.0
Cn3c1ccccc1c(=O)n(CC[NH+](C)C)c2ccccc23,0.38636363636363635,105_2,8.28,N,13,Moitessier,0.0
O=C(CN=O)c1cnccc1,0.3684210526315789,4573,7.8,C,2,Moitessier,0.0
c2c(CN1CCNCC[NH2+]CC1)n[nH]c2CN3CCNCCNCC3,0.32432432432432434,4018,11.25,N,9,Moitessier,0.0
O=C([OH:25])COCC[NH+]3CC[NH+](C(c1ccccc1)c2ccc(Cl)cc2)CC3,0.3617021276595745,1352,2.19,O,2,Moitessier,0.0
[NH3+]c2ccc1[nH]c(=O)[nH]c1c2,0.375,3497,5.0,N,0,Moitessier,0.0
CC[Se](O)=O,0.25,298,5.28,O,3,Moitessier,0.0
CCCn1cc[nH+]c1CO,0.3939393939393939,5815,7.04,N,6,Moitessier,0.0
FC(Cc2c[nH]c3ccc(n1cnnc1)cc23)C[NH+]5CCC(Cc4ccccc4)CC5,0.2638888888888889,222_2,8.7,N,18,Moitessier,0.0
C[C@H]1CC[C@@H]2CCCC[C@H]2[NH2+:11]1,0.22580645161290322,192_1,10.91,N,10,Moitessier/RBFmodel_Test,0.0
c2cnc1c[nH+]ccc1n2,0.35714285714285715,5910,2.5,N,5,Moitessier,0.0
C[C@](CC1)([C@@H](C[C@H]2O)[C@H](CC3)[C@H]1c(cc1)c3cc1O)[C@H]2O,0.23529411764705882,3160,10.8,O,18,Moitessier,0.0
NS(c(cc(C(O)=O)c(NCc1ccco1)c1)c1Cl)(=O)=O,0.2727272727272727,1664,3.62,O,6,Moitessier,0.0
Nc3ccc(c2ccc(/[NH+]=C/c1ccc(O)cc1)cc2)cc3,0.2894736842105263,6021,6.86,N,9,Moitessier,0.0
c1ccc2c(c1)[nH:16]c(n2)[S@@](=O)Cc3ccccn3,0.35,596_1,8.8,N,6,Moitessier/RBFmodel_Train,0.0
Cn1c(C(N(C)C(N2)=O)=O)c2nc1,0.3076923076923077,233,8.65,N,7,Moitessier,0.0
Cn2c[nH+]c1c(N)ncnc12,0.3157894736842105,740,3.88,N,3,Moitessier,0.0
CC(C)(C)S[NH2+:11]c1ccccc1,0.3,308_1,3.44,N,5,Moitessier/RBFmodel_Valid,0.0
CC(/C=C/C=C(\C)/[C@@H]1[C@H](CC([O-])=O)[C@@H](C([O-])=O)[NH2+]C1)C(O)=O,0.19047619047619047,1738,4.93,O,20,Moitessier,0.0
Cc1nnn[nH]1,0.3548387096774194,7016,5.56,N,5,Moitessier,0.0
c2coc(C[NH2+]CC[NH2+]Cc1ccco1)c2,0.2727272727272727,3278,5.74,N,8,Moitessier,0.0
CC[NH+:7](CC)CCCl,0.32142857142857145,71_1,8.8,N,2,Moitessier/RBFmodel_Train,0.0
C=CC2(O)CC(C)[NH2+]C1CCCCC12,0.225,6687,9.77,N,7,Moitessier,0.0
Cn2c(=O)[nH]c(=O)c1[nH]c[nH+]c12,0.2647058823529412,2605,0.78,N,10,Moitessier,0.0
ON=C(C(NC(N1)=O)=O)C1=O,0.2222222222222222,5581,4.58,N,4,Moitessier,0.0
Cc1cc(nc(n1)NC(=O)[NH:19]S(=O)(=O)c2ccccc2C(=O)OC)C,0.36538461538461536,737_1,5.2,N,10,Moitessier/RBFmodel_Train,0.0
OC(c1cc(Cl)co1)=O,0.3235294117647059,2677,2.69,O,0,Moitessier,0.0
Nc2[nH+]cc(c1ccccc1)s2,0.3225806451612903,5231,4.32,N,2,Moitessier,0.0
OC1(CCCC1)C(O)=O,0.25,4374,4.11,O,7,Moitessier,0.0
Cc1ccc[nH+]c1N,0.3548387096774194,4747,7.24,N,5,Moitessier/RBFmodel_Test,0.0
C1CC=C[C@H](C1)[NH3+:7],0.2857142857142857,28_1,10.42,N,6,Moitessier/RBFmodel_Train,0.0
CC(C)(C(C(O)=O)c1ccc(C2CCCCC2)cc1)O,0.2692307692307692,2567,3.76,O,5,Moitessier,0.0
CCCNCC[NH2+]CCC,0.36363636363636365,2648,10.97,N,6,Moitessier,0.0
OC(c1ccncc1)(c1ccncc1)c1ccncc1,0.36,1050,11.8,O,0,Moitessier,0.0
O=C(O)c1c[nH+]ccn1,0.3333333333333333,7070,1.83,N,5,Moitessier,0.0
CCCOC(NC(C)=O)=S,0.3225806451612903,3587,9.34,N,5,Moitessier,0.0
CC1CCC[NH+]1C,0.36363636363636365,4156,10.23,N,5,Moitessier/RBFmodel_Train,0.03
CC(C)([NH3+])C(=O)[O-],0.3333333333333333,1727,10.21,N,3,Moitessier,0.0
CCC[C@@H](C)[N@@H+:20](CC[N+]1(CCCCC1)C)c2ccccc2,0.28888888888888886,659_1,3.42,N,5,Moitessier/RBFmodel_Train,0.0
C[Si](C)(C)CCC[NH3+],0.35,5305,10.74,N,7,Moitessier/RBFmodel_Test,0.01
Oc1ccccc1CN2CCCNCCC[NH2+]CCC2,0.3333333333333333,3273,9.87,N,16,Moitessier,0.0
c1ccc2c(c1)CCC[C@H]2C3=[NH+:14]CCN3,0.3181818181818182,529_1,10.6,N,11,Moitessier/RBFmodel_Train,0.0
CC(COC(C=C)O)O,0.25925925925925924,6402,5.5,O,7,Moitessier,0.0
Cc2cccc(C(C)c1c[nH]c[nH+]1)c2C,0.35294117647058826,5527,7.04,N,12,Moitessier,0.0
Cc1cc(C)[nH+]c(N)c1,0.358974358974359,4435,7.87,N,5,Moitessier,0.0
OC(C#CSc1ccccc1)=O,0.3448275862068966,6997,2.11,O,0,Moitessier,0.0
C[NH+](C)c2ccc(/C=C/c1cc[n+]([O-])cc1)cc2,0.35294117647058826,3699,4.3,N,1,Moitessier,0.0
NC(=O)C1CC2CC[NH+]1CC2,0.1935483870967742,1304,9.04,N,8,Moitessier,0.0
c1ccc(cc1)C(c2ccccc2)[NH2+:21]CC3CCCCC3,0.3684210526315789,677_1,6.95,N,13,Moitessier/RBFmodel_Train,0.0
O=C([O-])c3cc2cc(Cn1cc[nH+]c1)ccc2o3,0.32653061224489793,273,7.17,N,12,Moitessier,0.0
CCOC(Nc1nnc(c2ccccc2)s1)=O,0.3617021276595745,6820,8.2,N,4,Moitessier,0.0
Nc1[nH+]cnc2ccccc12,0.3235294117647059,3061,5.79,N,2,Moitessier,0.0
CC(C)C(CC[C@H]1[C@]2(C)CCC3)=CC1=CC[C@@H]2[C@@]3(C)C(O)=O,0.21052631578947367,2612,6.4,O,20,Moitessier,0.0
CSc1nc(cc(CCCC2)c2c2)c2[nH]1,0.2619047619047619,4339,13.0,N,14,Moitessier,0.0
CCCc1c(C)[nH][nH+]c1O,0.3103448275862069,5890,2.8,N,7,Moitessier,0.0
[NH3+]C1(C(=O)[O-])CCCCC1,0.23076923076923078,6616,10.03,N,0,Moitessier/RBFmodel_Valid,0.0
C=CCC(C1C=CCCC1)(C([N-]C(N1)=S)=O)C1=O,0.17647058823529413,6878,12.16,N,13,Moitessier,0.0
Cc1[nH]cnc1CSCCNC(=[NH2+])NCCCc2c[nH]c[nH+]2,0.3559322033898305,3558,7.26,N,21,Moitessier,0.0
NC(C(N)=S)=O,0.2631578947368421,4569,11.47,N,3,Moitessier,0.0
CC(C)C[C@@H](C(N[C@@H](CC(N)=O)C(O)=O)=O)N,0.34615384615384615,57,3.0,O,13,Moitessier,0.0
C[NH+:16](C)c1ccc(cc1)c2cnc(nc2)OC,0.3055555555555556,563_1,4.31,N,1,Moitessier/RBFmodel_Train,0.0
O=C(C1)c(cccc2)c2OC1=O,0.2571428571428571,205,5.64,C,2,Moitessier,0.0
CCN(CC)c1nnn[nH]1,0.30303030303030304,1745,6.33,N,9,Moitessier,0.0
c1ccc(cc1)C[NH2+:22]CC(c2ccccc2)c3ccccc3,0.3939393939393939,686_1,7.6,N,7,Moitessier/RBFmodel_Train,0.0
CC(C)N/C=[NH+]/c2ccc(c1cncn1C)cc2,0.18571428571428572,5187,8.83,N,5,Moitessier,0.0
CC(C)(c1ccccc1)OO,0.3225806451612903,4183,12.6,O,10,Moitessier,0.0
Cc2ccc(/N=N/c1ccc([NH+](C)C)cc1)cc2C,0.3142857142857143,3291,2.37,N,11,Moitessier,0.0
[O-][N+](c1ccc[nH]1)=O,0.3125,903,10.6,N,6,Moitessier,0.0
CN(C)c3ccc(C1C[NH+]2CCC1CC2)cc3,0.3076923076923077,1250,10.29,N,9,Moitessier,0.0
CCN(CC)CCNc1nc(C)cc(N)[nH+]1,0.32,7160,6.85,N,15,Moitessier,0.0
CCCCc1cc(c(cc1C)[OH:13])C,0.3333333333333333,1119_1,10.74,O,11,Moitessier/RBFmodel_Valid,0.0
CN(C)c1ccc[nH+]c1,0.3548387096774194,6601,6.67,N,7,Moitessier,0.0
O=C([O-])C[NH2+]CCc1nnn[n-]1,0.21212121212121213,7114,9.23,N,4,Moitessier,0.0
CS(=O)(=O)CC(=O)[OH:7],0.3333333333333333,950_1,2.36,O,7,Moitessier/RBFmodel_Valid,0.0
C[NH3+],0.2857142857142857,175,10.65,N,1,Moitessier/RBFmodel_Train,0.01
NC(C(CCC(O)=O)NC=O)=O,0.3076923076923077,3922,4.3,O,6,Moitessier,0.0
Cn1nn[nH+]c1N,0.2857142857142857,7311,1.82,N,4,Moitessier,0.0
Cc1cc(O)nn1c(cccc1)c1C(OC)=O,0.3111111111111111,2449,12.3,O,4,Moitessier,0.0
C1N2CN3CN1C[NH+](C2)C3,0.125,4317,5.13,N,7,Moitessier,0.0
CCC(CO)[NH2+]Cl,0.2727272727272727,3976,1.55,N,5,Moitessier,0.0
C[Si](C)(C)C[NH3+],0.2857142857142857,2664,10.96,N,5,Moitessier/RBFmodel_Train,0.0
c1ccc(cc1)N(C(=O)c2cccc(c2)C(F)(F)F)[OH:17],0.3333333333333333,1304,8.15,O,19,Moitessier/RBFmodel_Train,0.0
CC[NH+](CC)CCCCCCNc2c1ccc(Cl)cc1nc3ccc(OC)cc23,0.35714285714285715,2553,10.35,N,2,Moitessier,0.0
CN2C(=[NH2+])C(C)(C)c1ccccc12,0.23255813953488372,1504,9.26,N,3,Moitessier,0.0
O=C2CC1(CCCC1)CC(=O)N2CCCC[NH+]4CC[NH+:27](c3ncccn3)CC4,0.2753623188405797,801_1,1.64,N,19,Moitessier,0.0
Cc2cc(c1[nH]cc[nH+]1)n[nH]2,0.30303030303030304,1189,6.16,N,8,Moitessier,0.0
