Smiles,tanimoto_coefficient,Name,pKa,Center,Index,Source,Error
[O-]C(c(cccc1)c1O1)=C(CC(C(c(cccc2)c2O2)=O)C2=O)C1=O,0.2692307692307692,3461,8.3,C,11,Moitessier,0.0
c1nc2c(n1COCCO)[nH]c(nc2=O)[NH3+:13],0.27692307692307694,Acyclovir,2.2,N,15,JensenSwainOlsen,0.0
CCC(=O)O[C@@]1(CC[N@@H+:17](C[C@@H]1C)C)c2ccccc2,0.37777777777777777,Alphaprodine,8.7,N,8,JensenSwainOlsen,0.0
CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)[NH3+:18])SC1)C(=O)[O-],0.3013698630136986,Cefadroxil,7.0,N,19,JensenSwainOlsen,0.0
Cc1c(nc[nH]1)CSCCN/C(=[NH+:13]/C)/NC#N,0.1935483870967742,Cimetidine,6.8,N,12,JensenSwainOlsen,0.0
c1ccc(cc1)C(c2ccccc2)(c3ccccc3Cl)n4cc[nH+:23]c4,0.24324324324324326,Clotrimazole,5.8,N,23,JensenSwainOlsen,0.0
c1cc(c(cc1Cl)Cl)CO[C@H](Cn2cc[nH+:19]c2)c3ccc(cc3Cl)Cl,0.2641509433962264,Miconazole,6.4,N,15,JensenSwainOlsen,0.0
CC[NH+:25](CC)CCOC(=O)[C@@H](Cc1cccc2c1cccc2)C[C@@H]3CCCO3,0.36065573770491804,Nafronyl,9.1,N,2,JensenSwainOlsen,0.0
COc1ccc(cc1OC)Cc2c3cc(c(cc3cc[nH+:21]2)OC)OC,0.3953488372093023,Papaverine,6.4,N,20,JensenSwainOlsen,0.0
CCOc1ccc(cc1)N/C(=[NH+:19]/c2ccc(cc2)OCC)/C,0.3181818181818182,Phenacaine,9.3,N,11,JensenSwainOlsen,0.0
C[N@]1C(=C(c2ccccc2S1(=O)=O)O)C(=O)Nc3cccc[nH+:16]3,0.2535211267605634,Piroxicam,5.3,N,22,JensenSwainOlsen,0.0
COc1cc2c(cc1OC)[nH+:20]c(nc2N)N3CCN(CC3)C(=O)c4ccco4,0.23809523809523808,Prazosin,7.0,N,10,JensenSwainOlsen,0.0
COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3C[C@H]4CC[N@@H+:22]3C[C@@H]4C=C)O,0.2987012987012987,Quinine,8.5,N,18,JensenSwainOlsen,0.0
C1CC[N@@H+:17]2C[C@@H]3C[C@H]([C@H]2C1)C[N@@]4[C@H]3CCCC4,0.18867924528301888,Sparteine,12.0,N,3,JensenSwainOlsen,0.0
C[NH+:17](C)CC[N@@](Cc1ccsc1)c2ccccn2,0.3695652173913043,Thenyldiamine,8.9,N,1,JensenSwainOlsen,0.0
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)[NH+:18]3CCOCC3,0.26666666666666666,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)N3CCOCC3,6.81,N,18,RBFmodel_Test,0.0
COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3C[C@@H]4CC[N@H+:22]3C[C@@H]4C=C)O,0.2987012987012987,COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)O,8.8,N,18,RBFmodel_Test,0.0
C[N@@H+:18]1CCc2cccc3c2[C@H]1Cc4c3c(c(cc4)O)O,0.24390243902439024,C[N@@]1CCc2cccc3c2[C@H]1Cc4c3c(c(cc4)O)O,8.92,N,1,RBFmodel_Test,0.0
C(C(Cl)Cl)[NH3+:3],0.38461538461538464,C(C(Cl)Cl)N,7.25,N,4,RBFmodel_Test,0.0
Cc1ccc(c(c1)C)[NH+:11](C)C,0.3793103448275862,Cc1ccc(c(c1)C)N(C)C,5.28,N,8,RBFmodel_Test,0.0
C(C[SH:4])N,0.22727272727272727,C(CS)N,8.3,S,2,RBFmodel_Train,0.0
C(CS(=O)(=O)O)[SH:6],0.2727272727272727,C(CS(=O)(=O)O)S,9.2,S,6,RBFmodel_Train,0.0
CC[C@](C)([C@@H](C(=O)[O-])N)[SH:10],0.3793103448275862,CC[C@](C)([C@@H](C(=O)O)N)S,8.1,S,9,RBFmodel_Train,0.0
[NH2]C(=[NH2+])SCCc1cccc(c1)CCSC(=[NH2+])N,0.35294117647058826,[H]/N=C(\SCCc1cc(ccc1)CCS/C(=N\[H])/N)/N,11.0,N,2,RBFmodel_Train,0.0
COc1ccc2c(c1)c(ccn2)[C@@H]([C@H]3C[C@@H]4CC[N@H+:22]3C[C@@H]4C=C)O,0.2987012987012987,COc1ccc2c(c1)c(ccn2)[C@@H]([C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)O,8.05,N,18,RBFmodel_Train,0.0
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N/OC)/c3csc(n3)N)SC1)C(=O)[OH:26],0.2222222222222222,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N/OC)/c3csc(n3)N)SC1)C(=O)O,3.35,O,29,RBFmodel_Train,0.0
c1ccc(cc1)C(=O)N2CC[NH+:23](CC2)Cc3cc(ccc3OCC(=O)O)C(F)(F)F,0.2962962962962963,c1ccc(cc1)C(=O)N2CCN(CC2)Cc3cc(ccc3OCC(=O)O)C(F)(F)F,6.9,N,11,RBFmodel_Train,0.0
CC(C)(C)[NH2+:17]C[C@@H](COc1c(nsn1)N2CCOCC2)O,0.25862068965517243,CC(C)(C)NC[C@@H](COc1c(nsn1)N2CCOCC2)O,8.8,N,4,RBFmodel_Train,0.0
CN1C(=C(c2ccccc2S1(=O)=O)[OH:22])C(=O)Nc3ccccn3,0.24528301886792453,CN1C(=C(c2ccccc2S1(=O)=O)O)C(=O)Nc3ccccn3,6.3,O,13,RBFmodel_Train,0.0
[C@@H](C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)[OH:7],0.18181818181818182,[C@@H](C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)O,10.48,O,18,RBFmodel_Train,0.0
C1[C@@H](C(=O)[NH]C1=O)[SH:8],0.24,C1[C@@H](C(=O)NC1=O)S,6.7,S,7,RBFmodel_Train,0.0
CC(=O)N[C@H](C(=O)[O-])C(C)(C)[SH:12],0.29545454545454547,CC(=O)N[C@H](C(=O)O)C(C)(C)S,9.9,S,11,RBFmodel_Train,0.0
CC(C)([C@H](C(=O)[O-])N)[SH:9],0.38461538461538464,CC(C)([C@H](C(=O)O)N)S,7.9,S,8,RBFmodel_Train,0.0
CC(C)[C@H]([C@@H](c1ccc(c(c1)O)O)O)[NH2+:15]C(C)C,0.30434782608695654,CC(C)[C@H]([C@@H](c1ccc(c(c1)O)O)O)NC(C)C,8.85,N,14,RBFmodel_Train,0.0
C[C@@H]1CCC[C@@H]([NH+:12]1CC(C)(C)O)C,0.2692307692307692,C[C@@H]1CCC[C@@H](N1CC(C)(C)O)C,10.5,H,6,RBFmodel_Train,0.0
c1cncc(c1C=O)[OH:9],0.36363636363636365,c1cncc(c1C=O)O,6.77,O,8,RBFmodel_Train,0.0
CC(C)c1ccc(c(=O)c(c1)[OH:12])Br,0.35294117647058826,CC(C)c1ccc(c(=O)c(c1)O)Br,4.28,O,11,RBFmodel_Train,0.0
C1C[C@@H]([NH+]C1)C(=O)[OH:8],0.36,C1C[C@@H](NC1)C(=O)O,1.99,O,7,RBFmodel_Train,0.0
C[NH+:9]1[C@@H]2CC[C@H]1CC(C2)O,0.325,CN1[C@@H]2CC[C@H]1CC(C2)O,10.06,N,1,RBFmodel_Train,0.0
C[N@H+:18]1[C@H]2CC[C@@H]1[C@@H]([C@H](C2)OC(=O)c3ccccc3)C(=O)OC,0.39285714285714285,C[N@]1[C@H]2CC[C@@H]1[C@@H]([C@H](C2)OC(=O)c3ccccc3)C(=O)OC,8.7,N,1,RBFmodel_Train,0.0
CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4[nH:34]nnn4)C(=O)OCc5c(oc(=O)o5)C)C(C)(C)O,0.2716049382716049,CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4[nH]nnn4)C(=O)OCc5c(oc(=O)o5)C)C(C)(C)O,4.29,N,22,RBFmodel_Valid,0.0
Cc1cc(ccc1OCC(=O)[OH:31])C[N@@]2Cc3ccccc3C[C@H]2C(=O)Nc4ccc(cc4Cl)Cl,0.26865671641791045,Cc1cc(ccc1OCC(=O)O)C[N@@]2Cc3ccccc3C[C@H]2C(=O)Nc4ccc(cc4Cl)Cl,3.1,O,11,RBFmodel_Valid,0.0
CCOC(=O)N1CCC(CC1)c2cc(=O)n([nH:18]2)c3ccccc3,0.3050847457627119,CCOC(=O)N1CCC(CC1)c2cc(=O)n([nH]2)c3ccccc3,6.8,N,16,RBFmodel_Valid,0.0
C[C@H]1CC[C@H]([C@H](C1)[NH3+:8])O,0.391304347826087,C[C@H]1CC[C@H]([C@H](C1)N)O,9.38,N,7,RBFmodel_Valid,0.0
c1ccc2c(c1)CC[C@@H]2[NH3+:10],0.2727272727272727,c1ccc2c(c1)CC[C@@H]2N,9.21,H,9,RBFmodel_Valid,0.0
C[C@@H]1CCC[C@@H]([NH2+:8]1)C,0.30434782608695654,C[C@@H]1CCC[C@@H](N1)C,11.07,H,6,RBFmodel_Valid,0.0
c1ccc2c(c1)c(nc[n+]2)Nc3cccc(c3)C(F)(F)F,0.2857142857142857,SM02,6.03,N,9,sampl6/7,0.0
c1ccc(cc1)Cc2nnc(s2)NC(=O)c3cccs3,0.28,SM03,7.02,N,12,sampl6/7,0.0
c1ccc2c(c1)c(nc[n+]2)NCc3ccc(cc3)Cl,0.3333333333333333,SM04,6.02,N,9,sampl6/7,0.0
c1ccc(c(c1)NC(=O)c2ccc(o2)Cl)[N+]3CCCCC3,0.23333333333333334,SM05,4.59,N,15,sampl6/7,0.0
c1cc2cccnc2c(c1)NC(=O)c3cc(c[n+]c3)Br,0.3404255319148936,SM06,3.03,N,17,sampl6/7,0.0
c1ccc(cc1)CNc2c3ccccc3nc[n+]2,0.28846153846153844,SM07,6.08,N,17,sampl6/7,0.0
COc1cccc(c1)Nc2c3ccccc3nc[n+]2,0.3333333333333333,SM09,5.37,N,18,sampl6/7,0.0
c1ccc(cc1)C(=O)NCC(=O)Nc2nc3ccccc3s2,0.35714285714285715,SM10,9.02,N,8,sampl6/7,0.0
c1ccc(cc1)n2c3c(cn2)c(nc[n+]3)N,0.2727272727272727,SM11,3.89,N,14,sampl6/7,0.0
c1ccc2c(c1)c(nc[n+]2)Nc3cccc(c3)Cl,0.3829787234042553,SM12,5.28,N,9,sampl6/7,0.0
Cc1cccc(c1)Nc2c3cc(c(cc3nc[n+]2)OC)OC,0.2727272727272727,SM13,5.77,N,17,sampl6/7,0.0
c1ccc(cc1)n2c[n+]c3c2ccc(c3)N,0.2619047619047619,SM14,2.58,N,8,sampl6/7,0.0
c1ccc2c(c1)[n+]cn2c3ccc(cc3)O,0.2571428571428571,SM15,4.7,N,8,sampl6/7,0.0
c1cc(c(c(c1)Cl)C(=O)Nc2cc[n+]cc2)Cl,0.27906976744186046,SM16,5.37,N,13,sampl6/7,0.0
c1ccc(cc1)CSc2nnc(o2)c3cc[n+]cc3,0.21428571428571427,SM17,3.16,N,16,sampl6/7,0.0
c1ccc2c(c1)c(=O)[nH]c([n+]2)CCC(=O)Nc3ncc(s3)Cc4ccc(c(c4)F)F,0.20212765957446807,SM18,2.15,N,10,sampl6/7,0.0
CCOc1ccc2c(c1)sc([n+]2)NC(=O)Cc3ccc(c(c3)Cl)Cl,0.3050847457627119,SM19,9.56,N,11,sampl6/7,0.0
c1cc(cc(c1)OCc2ccc(cc2Cl)Cl)/C=C/3\C(=O)NC(=O)S3,0.25862068965517243,SM20,5.7,N,20,sampl6/7,0.0
c1cc(cc(c1)Br)Nc2c(cnc([n+]2)Nc3cccc(c3)Br)F,0.26666666666666666,SM21,4.1,N,13,sampl6/7,0.0
c1cc2c(cc(c(c2[n+]c1)O)I)I,0.2,SM22,2.4,N,8,sampl6/7,0.0
COc1ccc(cc1)c2c3c([n+]c[n+]c3oc2c4ccc(cc4)OC)NCCO,0.24528301886792453,SM24,2.6,N,9,sampl6/7,0.0
O=S(NC1=NOC(C2=CC=CC=C2)=C1)(C)=O,0.3023255813953488,SM41,5.22,N,2,sampl6/7,0.0
O=S(NC1=NOC(C2=CC=CC=C2)=C1)(N(C)C)=O,0.3269230769230769,SM43,5.62,N,2,sampl6/7,0.0
O=S(NC(N=N1)=CN1C2=CC=CC=C2)(C)=O,0.2857142857142857,SM44,6.34,N,2,sampl6/7,0.0
O=S(NC(N=N1)=CN1C2=CC=CC=C2)(N(C)C)=O,0.3090909090909091,SM46,6.42,N,2,sampl6/7,0.0
CC(=O)OC(CC(O)=O)C[N+](C)(C)C,0.25806451612903225,587,3.6,O,7,F1000Res_AvLiLuMoVe,0.0
CC(C(O)=O)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,0.3191489361702128,326,3.73,O,3,F1000Res_AvLiLuMoVe,0.0
CC(C)(C)[NH2+]CC(O)COc1nsnc1N1CCOCC1,0.25862068965517243,471,8.8,N,4,F1000Res_AvLiLuMoVe,0.0
CC(Cc1ccc(C(C)(C)C)cc1)C[NH+]1CC(C)OC(C)C1,0.25,352,7.34,N,14,F1000Res_AvLiLuMoVe,0.0
CC/C(=C(/c1ccccc1)c1ccc(OCC[NH+](C)C)cc1)c1ccccc1,0.3953488372093023,376,8.48,N,17,F1000Res_AvLiLuMoVe,0.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(O)=O)C(C)(C)CCC1,0.23809523809523808,11,5.15,O,14,F1000Res_AvLiLuMoVe,0.0
CC1=CC[NH+]2CCC[C@@H]12,0.23076923076923078,530,10.55,N,4,F1000Res_AvLiLuMoVe,0.0
CCC1OC(=O)CC(O)CC(OC2OC(C)CC([NH+](C)C)C2O)C(CC=O)CC(C)C(=O)/C=C\C2OC2C1C,0.17204301075268819,383,8.79,N,18,F1000Res_AvLiLuMoVe,0.0
CCN(C)C(=O)Oc1cccc(C(C)[NH+](C)C)c1,0.2765957446808511,385,8.8,N,14,F1000Res_AvLiLuMoVe,0.0
CCOC(=O)[C@@H]1C[NH+](Cc2ccccc2)C[C@@H]1C(F)(F)F,0.35294117647058826,224,5.4,N,7,F1000Res_AvLiLuMoVe,0.0
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)[NH+]2C,0.39285714285714285,466,8.7,N,20,F1000Res_AvLiLuMoVe,0.0
COC(=O)[C@H]1[C@H]2CC[C@@H](C[C@@H]1O)[NH+]2C,0.29411764705882354,557,8.15,N,12,F1000Res_AvLiLuMoVe,0.0
COc1cc2c(cc1OC)[C@@]13CC[NH+]4CC5=CCOC6CC(=O)N2C1[C@@H]6[C@@H]5C[C@@H]43,0.1935483870967742,511,8.28,N,13,F1000Res_AvLiLuMoVe,0.0
COc1ccc2c3c1O[C@H]1[C@@H](O)C=CC4[C@@H](C2)[NH+](C)CC[C@@]341,0.19718309859154928,518,8.22,N,17,F1000Res_AvLiLuMoVe,0.0
COc1ccc2c3c1O[C@H]1[C@@H](O)C=CC4[C@@H](C2)[NH2+]CC[C@@]341,0.19402985074626866,519,9.23,N,17,F1000Res_AvLiLuMoVe,0.0
C[NH2+]C(C)(C)Cc1ccccc1,0.35714285714285715,537,10.37,N,1,F1000Res_AvLiLuMoVe,0.0
Cc1cc(Cl)ccc1O[C@H](C)C(O)=O,0.34146341463414637,319,3.21,O,12,F1000Res_AvLiLuMoVe,0.0
Cn1nnnc1SCC1CS[C@@H]2C(=NC(=O)[C@H](O)c3ccccc3)C(=O)N2C1C(O)=O,0.22727272727272727,41,3.4,O,29,F1000Res_AvLiLuMoVe,0.0
F[C@@H]1C[NH2+]CC[C@H]1Cc1ccccc1,0.29545454545454547,202,8.8,N,3,F1000Res_AvLiLuMoVe,0.0
F[C@H]1C[NH2+]CC[C@H]1Cc1ccccc1,0.29545454545454547,201,9.3,N,3,F1000Res_AvLiLuMoVe,0.0
N#CC1CC(F)C[NH2+]1,0.17647058823529413,165,4.0,N,7,F1000Res_AvLiLuMoVe,0.0
Nc1c2c([nH+]c3ccccc13)c1ccccc1CC2,0.38461538461538464,57,8.1,N,4,F1000Res_AvLiLuMoVe,0.0
OC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.2972972972972973,599,3.62,O,0,F1000Res_AvLiLuMoVe,0.0
OC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0.36363636363636365,332,4.09,O,0,F1000Res_AvLiLuMoVe,0.0
O=C1CCCN1CC#CC[NH+]1CCCC1,0.24242424242424243,61,8.4,N,10,F1000Res_AvLiLuMoVe,0.0
O=C1C[C@@H]2OCC=C3C[NH+]4CC[C@]56c7ccccc7N1[C@H]5C2[C@H]3C[C@H]46,0.18518518518518517,563,8.26,N,9,F1000Res_AvLiLuMoVe,0.0
Brc1ccc(C2CN3C=CSC3=[NH+]2)cc1,0.29545454545454547,pka_pot_352_1,8.55,N,12,F1000Res_Novartis,0.0
C/C(=C\c1cc(C)cc[nH+]1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,0.16470588235294117,pka_pot_085_1,5.5,N,9,F1000Res_Novartis,0.0
C/C(=C\c1ccc(C)c[nH+]1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,0.16666666666666666,pka_pot_084_1,4.5,N,9,F1000Res_Novartis,0.0
C/C(=C\c1cccc(C)[nH+]1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,0.17857142857142858,pka_pot_083_1,5.5,N,9,F1000Res_Novartis,0.0
C/C(=C\c1cccc[nH+]1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,0.17721518987341772,pka_pot_082_1,5.0,N,8,F1000Res_Novartis,0.0
C1=CN2CC(c3ccccc3)[NH+]=C2S1,0.2619047619047619,ht_pka_238_1,8.7,N,11,F1000Res_Novartis,0.0
C=CC(=O)N1CCC[C@@H](n2nc(c3ccc(Oc4ccccc4)cc3)c3c(N)[nH+]cnc32)C1,0.23469387755102042,ht_pka_249_1,3.8,N,28,F1000Res_Novartis,0.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)[nH+]cc2F)c1,0.2535211267605634,ht_pka_146_1,4.8,N,26,F1000Res_Novartis,0.0
C=CC[NH2+]c1ccc2c(c1)c(c1ccc(C(C)C)cc1)nc(=O)n2C(C)C,0.22950819672131148,pka_pot_066_1,2.9,N,3,F1000Res_Novartis,0.0
CC#CCn1c(N2CC[NH2+]CC2)c(C#N)c2ncn(CC(=O)c3cccc(OC)c3)c(=O)c21,0.23958333333333334,pka_pot_238_1,8.2,N,9,F1000Res_Novartis,0.0
CC(=C(C#N)C#N)c1ccc2cc([NH+](C)CCF)ccc2c1,0.22916666666666666,pka_pot_070_1,2.4,N,13,F1000Res_Novartis,0.0
CC(=O)N1CCC(CNc2[nH+]c3c(s2)CCCc2ccc(F)cc2-3)CC1,0.2840909090909091,pka_pot_023_1,4.31,N,10,F1000Res_Novartis,0.0
CC(=O)N1CC[NH+](c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCC(F)(F)CC3)cc2)CC1,0.24742268041237114,pka_pot_114_1,3.6,N,6,F1000Res_Novartis,0.0
CC(=O)N1CC[NH+](c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCCCC3)cc2)CC1,0.27472527472527475,pka_pot_116_1,3.3,N,6,F1000Res_Novartis,0.0
CC(=O)Nc1cc(Cl)ccc1/C=C/C(=O)N1CC[NH+](Cc2ccc(F)cc2)C[C@H]1C,0.3037974683544304,pka_pot_110_1,5.9,N,18,F1000Res_Novartis,0.0
CC(=O)Nc1ccc(Nc2[nH+]cnc3c2c(c2ccccc2)cn3c2ccccc2)cc1,0.2647058823529412,ht_pka_294_1,3.9,N,10,F1000Res_Novartis,0.0
CC(=O)Nc1cccc([NH2+]c2nc(Nc3ccccc3)n3ncc(C#N)c3n2)c1,0.2571428571428571,ht_pka_063_1,9.7,N,9,F1000Res_Novartis,0.0
CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(O)=O,0.32,pka_pot_314_1,2.92,O,24,F1000Res_Novartis,0.0
CC(=O)n1cc(C2=C(O)CC(C)(C)CC2=O)c2ccccc21,0.3137254901960784,ht_pka_054_1,5.2,O,8,F1000Res_Novartis,0.0
CC(C(O)=O)c1ccc2c(c1)C(=O)c1ccccc1CS2,0.2857142857142857,ht_pka_169_1,4.1,O,3,F1000Res_Novartis,0.0
CC(C)(C)Cn1c(CN2C(=O)CC3(CC[NH2+]CC3)C2=O)cc2cnc(C#N)nc21,0.2,pka_pot_112_1,9.2,N,15,F1000Res_Novartis,0.0
CC(C)(C)Cn1c(Cc2ccc(NS([NH2])(=O)=O)cc2)cc2cnc(C#N)nc21,0.20212765957446807,pka_pot_081_1,9.3,N,14,F1000Res_Novartis,0.0
CC(C)(C)OC(=O)N1CCC(C(=O)[NH]S(=O)(=O)c2c(Cl)sc(Cl)c2Br)CC1,0.25609756097560976,pka_pot_042_1,2.1,N,13,F1000Res_Novartis,0.0
CC(C)(C)c1ccc(S(=O)(=O)[NH]c2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1,0.2833333333333333,pka_pot_209_1,6.865,N,11,F1000Res_Novartis,0.0
CC(C)COC(=O)Nc1ccc(c2cnc3c(c4ccc(N5CC[NH+](C)CC5)cc4)cnn3c2N)cc1,0.22093023255813954,pka_pot_247_1,8.2,N,24,F1000Res_Novartis,0.0
CC(C)Cn1cnc2c(N)[nH+]c3ccccc3c21,0.32608695652173914,pka_pot_285_1,7.24,N,10,F1000Res_Novartis,0.0
CC(C)N(CCCCOCC(=O)[NH]S(C)(=O)=O)c1cnc(c2ccccc2)c(c2ccccc2)n1,0.22972972972972974,pka_pot_303_1,3.37,N,12,F1000Res_Novartis,0.0
CC(C)N(CCCCOCC(O)=O)c1cnc(c2ccccc2)c(c2ccccc2)n1,0.29411764705882354,pka_pot_304_1,3.385,O,11,F1000Res_Novartis,0.0
CC(C)Nc1nc(Nc2ccc(C(N)=O)cc2)c2sccc2[nH+]1,0.26865671641791045,ht_pka_196_1,6.3,N,22,F1000Res_Novartis,0.0
CC(C)[NH+](CCc1c(c2ccccc2)nn2ccccc12)Cc1ccc(CCC(=O)N=O)cc1,0.2638888888888889,pka_pot_235_1,8.7,N,3,F1000Res_Novartis,0.0
CC(C)[NH+](CCc1c(C(C)(C)O)[nH]c2ccccc12)Cc1ccc(CCC(=O)N=O)cc1,0.30158730158730157,pka_pot_230_1,9.005,N,3,F1000Res_Novartis,0.0
CC(NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,0.33962264150943394,ht_pka_126_2,6.9,O,15,F1000Res_Novartis,0.0
CC(c1cc2ccccc2s1)N(O)C(N)=O,0.25,ht_pka_072_1,10.2,O,12,F1000Res_Novartis,0.0
CC1CCCN(C(=O)c2ccc(Nc3ccc(Cl)cc3)[nH+]c2)C1,0.32051282051282054,pka_pot_223_1,3.4,N,20,F1000Res_Novartis,0.0
CCCCC(=O)N1CCC(CNc2[nH+]c3c(s2)CCOc2ccc(F)cc2-3)CC1,0.21153846153846154,pka_pot_024_2,3.69,N,13,F1000Res_Novartis,0.0
CCCCCCCCc1ccc(CCC([NH3+])(CO)CO)cc1,0.39473684210526316,pka_pot_098_1,8.52,N,15,F1000Res_Novartis,0.0
CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(O)=O)c3C[C@H]2C[C@H]1O,0.3116883116883117,pka_pot_312_1,3.37,O,20,F1000Res_Novartis,0.0
CCN1c2ccc(C#N)cc2N=C(c2ccc(C(O)=O)c(F)c2)c2cc3c(cc21)C(C)(C)CCC3(C)C,0.25263157894736843,pka_pot_130_1,3.0,O,18,F1000Res_Novartis,0.0
CCNC(=O)OC1CCN(c2[nH+]ncc3cc(OC)c(OC)cc23)CC1,0.225,ht_pka_286_1,5.4,N,11,F1000Res_Novartis,0.0
CCOC(=O)N1CCC(C)(C[NH+]2CCC3(CC2)CN(S(C)(=O)=O)c2ncccc23)CC1,0.21875,ht_pka_242_1,8.5,N,11,F1000Res_Novartis,0.0
CCOC(=O)c1c(C)cc2nc(COC(=O)NCCO)n(c3ccccc3S(=O)(=O)[NH]C)c(=O)c2c1C,0.23684210526315788,pka_pot_086_1,10.6,N,30,F1000Res_Novartis,0.0
CCOCC(=O)N1CCC(CNc2[nH+]c3c(s2)CCOc2ccc(F)cc2-3)CC1,0.21052631578947367,pka_pot_027_2,3.7,N,13,F1000Res_Novartis,0.0
CCOc1ccc2nc(S([NH2])(=O)=O)sc2c1,0.3333333333333333,pka_pot_126_1,8.356,N,10,F1000Res_Novartis,0.0
CCS(=O)(=O)c1ccc(CC(=O)[NH2+]c2nc(c3ccccc3)c(C(=O)c3ccccc3)s2)cc1,0.2909090909090909,ht_pka_145_1,7.9,N,12,F1000Res_Novartis,0.0
CC[C@H](C(=O)NO)[C@H](C(=O)N1CCCC[C@H]1C(=O)NC)c1ccc(Cl)cc1,0.27692307692307694,pka_pot_043_1,9.2,O,6,F1000Res_Novartis,0.0
CCc1ccc(/C=C2/SC(=S)NC2=O)cc1,0.2926829268292683,ht_pka_313_1,5.8,N,11,F1000Res_Novartis,0.0
CCc1ccccc1N(CC)C(=O)C1CCN(c2[nH+]cnc3c2nc2n3CCCCC2)CC1,0.21428571428571427,ht_pka_144_1,3.9,N,18,F1000Res_Novartis,0.0
CCc1[nH+]cnc(NC(CC)c2ccc(Oc3ccc(F)cc3)cc2)c1Br,0.24193548387096775,ht_pka_095_1,4.3,N,3,F1000Res_Novartis,0.0
CN(CCO)c1cc2c(=O)n([NH]S(C)(=O)=O)c(=O)[nH]c2cc1C(F)(F)F,0.19696969696969696,pka_pot_199_1,8.3,N,11,F1000Res_Novartis,0.0
CN(n1c(=O)[nH]c2cc(Cl)ccc2c1=O)S(C)(=O)=O,0.2898550724637681,pka_pot_154_1,8.4,N,5,F1000Res_Novartis,0.0
CN1C(=O)N(C[C@H](C(=O)NO)[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,0.21428571428571427,pka_pot_010_1,9.01,O,10,F1000Res_Novartis,0.0
CN1c2ccc(C#N)cc2N=C(c2ccc(C(O)=O)c(F)c2)c2cc3c(cc21)C(C)(C)CCC3(C)C,0.25806451612903225,pka_pot_131_1,3.4,O,17,F1000Res_Novartis,0.0
CN1c2ccc(C#N)cc2N=C(c2ccc(C(O)=O)cc2)c2cc3c(cc21)C(C)(C)CCC3(C)C,0.34545454545454546,pka_pot_132_1,3.5,O,17,F1000Res_Novartis,0.0
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OC1CC(C)(C)[NH2+]C(C)(C)C1,0.17708333333333334,pka_pot_174_1,9.2,N,29,F1000Res_Novartis,0.0
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CC[NH+](C)CC1,0.2222222222222222,pka_pot_164_1,10.7,N,28,F1000Res_Novartis,0.0
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCC1CC[NH+](C)CC1,0.21428571428571427,pka_pot_160_1,10.2,N,29,F1000Res_Novartis,0.0
